SoilReadingID,SensorID,FieldID,FarmID,RegionID,DateTimeID,MoisturePct,TemperatureC,EC_dS_m,NPKIndex,BatteryPct,CreatedDate
943,192,30,2,4,2240,28.36,4.43,1.649,67.58,69.34,2025-08-01
944,112,138,9,2,2298,34.23,13.64,0.802,50.35,94.83,2025-10-13
945,75,432,30,2,2794,24.17,21.17,1.071,68.62,88.48,2025-10-14
946,14,144,10,1,2731,24.15,23.63,0.631,53.66,71.15,2025-10-28
947,14,144,10,1,582,16.55,17.37,1.782,59.18,80.11,2025-08-10
948,271,357,25,2,594,29.7,29.92,0.105,38.16,84.74,2025-08-13
949,32,199,13,5,1400,31.72,21.84,1.925,57.07,74.15,2025-08-22
950,92,176,12,3,1586,22.35,29.23,1.615,55.45,56.63,2025-07-24
951,134,103,7,1,2819,19.75,15.41,2.193,53.48,81.82,2025-07-18
952,60,61,4,4,2834,31.29,24.53,2.547,86.24,89.39,2025-08-21
953,291,323,22,1,2161,30.71,23.29,0.802,10.71,73.65,2025-08-27
954,226,279,19,5,2577,19.77,25.0,0.494,69.88,71.59,2025-09-05
955,247,236,16,5,446,25.7,20.35,1.635,19.5,60.87,2025-09-04
956,170,402,28,2,1928,34.23,16.66,1.233,50.0,99.93,2025-10-17
957,22,204,13,5,1438,23.21,17.32,1.103,62.15,55.57,2025-10-19
958,206,113,8,4,89,9.88,20.94,1.044,80.71,92.03,2025-09-12
959,201,87,6,1,593,22.37,26.12,0.715,62.16,92.3,2025-07-20
960,2,295,20,1,632,32.11,31.63,1.543,28.81,75.65,2025-07-22
961,106,241,17,3,1461,10.11,12.67,1.401,39.47,47.66,2025-10-05
962,34,342,23,4,133,36.73,14.52,1.35,50.08,44.57,2025-07-29
963,3,319,22,1,1566,22.42,25.12,1.495,13.25,36.79,2025-09-16
964,300,33,3,2,2597,20.65,20.13,0.659,26.57,39.6,2025-07-27
965,264,397,28,2,1128,18.96,23.48,0.58,69.07,51.56,2025-08-31
966,192,30,2,4,1435,9.78,25.77,1.217,46.86,75.67,2025-09-30
967,121,50,4,4,31,19.8,24.73,0.889,53.13,88.76,2025-07-02
968,30,285,19,5,2303,29.61,11.49,0.413,21.92,45.44,2025-07-13
969,115,136,9,2,1387,24.01,27.71,1.684,40.89,95.04,2025-09-17
970,64,280,19,5,653,27.63,23.21,0.233,30.92,97.27,2025-08-10
971,294,395,27,1,1988,30.87,29.08,1.223,61.06,66.46,2025-08-11
972,231,340,23,4,787,19.08,24.46,1.225,26.89,49.58,2025-07-30
973,196,406,28,2,1897,30.58,17.99,1.618,31.39,52.78,2025-07-30
974,179,393,27,1,2734,17.64,31.71,1.294,35.06,50.61,2025-08-21
975,82,197,13,5,156,20.31,16.05,1.279,49.54,47.85,2025-07-12
976,226,279,19,5,2418,32.5,25.54,1.463,73.07,52.77,2025-07-18
977,60,61,4,4,467,18.53,12.15,0.725,57.51,34.01,2025-10-13
978,22,204,13,5,123,25.56,27.84,0.054,60.66,58.11,2025-07-07
979,232,79,5,1,1055,31.32,20.77,1.386,61.2,41.99,2025-09-02
980,133,429,29,1,1433,20.45,28.22,1.19,57.21,57.8,2025-07-09
981,32,199,13,5,1496,17.47,17.48,0.532,65.78,89.14,2025-08-13
982,72,32,3,2,2791,23.08,20.35,0.24,76.62,38.29,2025-10-23
983,224,311,21,1,2054,16.17,23.44,0.665,72.98,83.8,2025-07-29
984,128,5,1,4,443,30.6,27.99,1.16,79.78,64.35,2025-09-17
985,76,337,23,4,1334,24.03,25.47,1.309,34.07,78.28,2025-09-16
986,120,45,3,2,1988,31.94,38.86,0.897,41.43,43.36,2025-07-09
987,66,15,1,4,2045,40.21,23.4,1.921,66.66,40.93,2025-10-13
988,294,395,27,1,2413,29.98,14.6,1.893,56.16,64.13,2025-08-27
989,62,154,10,1,454,10.25,16.71,0.604,75.53,36.59,2025-07-26
990,188,96,6,1,723,23.96,21.03,1.115,42.07,46.56,2025-10-21
991,36,21,2,4,2813,18.08,20.71,0.813,61.06,52.49,2025-07-21
992,9,382,26,3,1941,20.51,14.74,0.708,72.13,90.94,2025-08-24
993,24,408,28,2,330,23.09,26.33,1.776,70.29,61.31,2025-09-19
994,250,277,19,5,786,23.57,30.02,1.383,90.38,58.48,2025-09-27
995,289,345,23,4,1351,28.45,29.31,1.833,34.84,53.57,2025-09-29
996,106,241,17,3,729,27.83,15.73,1.414,56.47,51.08,2025-08-23
997,94,151,10,1,312,17.37,24.5,1.023,95.18,72.29,2025-10-27
998,69,218,15,4,350,35.71,18.32,0.799,79.27,58.52,2025-09-29
999,98,419,29,1,114,30.5,22.64,0.522,33.87,40.89,2025-10-12
1000,9,382,26,3,1715,27.6,18.39,1.724,54.79,91.05,2025-08-18
1001,141,314,21,1,1035,35.22,23.95,1.855,56.09,60.26,2025-08-07
1002,294,395,27,1,1559,41.46,29.26,0.658,56.28,59.13,2025-09-28
1003,2,295,20,1,1073,15.47,12.0,1.944,68.26,71.75,2025-10-26
1004,128,5,1,4,704,9.67,16.51,0.571,55.35,53.93,2025-10-26
1005,203,124,8,4,1569,28.19,28.21,1.134,60.5,81.13,2025-09-14
1006,136,145,10,1,1787,24.77,15.5,0.95,73.23,60.48,2025-09-06
1007,230,129,9,2,2753,16.93,21.99,1.893,36.17,31.44,2025-08-10
1008,181,70,5,1,450,31.85,15.61,1.221,54.13,53.57,2025-09-01
1009,224,311,21,1,751,42.2,25.06,0.665,30.02,56.25,2025-07-09
1010,210,299,20,1,660,8.22,21.9,0.268,41.26,45.86,2025-08-07
1011,44,208,14,4,1679,17.9,23.81,1.171,43.07,31.99,2025-09-01
1012,6,363,25,2,77,34.24,13.21,1.486,64.09,33.47,2025-08-14
1013,300,33,3,2,1195,30.14,26.24,1.326,74.65,73.48,2025-08-10
1014,193,259,18,5,1791,37.38,25.76,1.14,46.75,69.16,2025-07-08
1015,193,259,18,5,1883,15.64,17.75,0.819,64.81,99.47,2025-08-21
1016,31,401,28,2,2651,23.49,18.64,0.845,48.71,54.43,2025-08-22
1017,96,353,24,4,908,29.46,18.01,1.341,41.51,38.62,2025-08-29
1018,269,6,1,4,345,18.67,23.07,0.87,35.71,93.79,2025-07-10
1019,289,345,23,4,1514,31.31,34.53,0.423,64.03,98.78,2025-10-11
1020,72,32,3,2,929,20.82,16.44,0.776,41.92,54.7,2025-09-04
1021,36,21,2,4,2854,33.1,13.67,1.507,40.37,87.8,2025-10-10
1022,297,375,26,3,949,29.3,33.44,0.3,75.47,58.18,2025-09-13
1023,54,244,17,3,2587,16.26,21.58,0.993,69.24,93.77,2025-09-28
1024,177,23,2,4,2241,12.39,12.13,1.444,67.03,47.61,2025-08-30
1025,187,267,18,5,187,21.11,18.92,1.395,47.09,92.83,2025-09-22
1026,48,75,5,1,956,23.36,18.48,2.366,61.88,85.84,2025-07-09
1027,35,211,14,4,331,33.99,29.32,0.245,59.59,68.2,2025-09-24
1028,140,107,7,1,2784,13.5,16.06,1.425,70.07,93.51,2025-10-12
1029,299,153,10,1,1520,21.78,23.6,2.037,25.08,44.07,2025-07-26
1030,64,280,19,5,316,19.67,19.4,0.928,54.27,76.9,2025-07-19
1031,82,197,13,5,2790,26.73,13.75,2.221,64.91,46.72,2025-09-17
1032,7,201,13,5,1230,16.87,15.77,0.893,69.78,53.84,2025-07-06
1033,170,402,28,2,932,28.24,26.66,1.152,56.01,80.92,2025-07-10
1034,246,368,26,3,2231,34.75,27.95,0.841,73.15,64.94,2025-08-15
1035,91,330,23,4,23,27.05,24.69,0.258,67.06,44.25,2025-08-01
1036,46,180,12,3,2177,38.84,16.18,1.094,53.09,31.03,2025-07-04
1037,95,55,4,4,161,22.13,24.79,0.06,66.5,35.25,2025-10-12
1038,205,4,1,4,1157,29.91,20.5,0.831,64.83,69.02,2025-07-24
1039,226,279,19,5,1425,25.01,14.22,2.025,47.82,98.41,2025-09-06
1040,101,365,25,2,1484,24.16,23.75,1.572,65.84,99.66,2025-08-21
1041,53,431,30,2,600,20.98,17.0,0.243,44.28,47.96,2025-10-25
1042,197,358,25,2,2381,24.24,26.64,2.031,55.02,40.52,2025-08-07
1043,118,175,12,3,2558,38.29,16.93,0.772,35.84,37.13,2025-09-29
1044,192,30,2,4,410,35.46,15.88,0.294,56.13,42.19,2025-08-17
1045,260,303,20,1,982,23.51,17.73,1.373,71.07,89.3,2025-07-05
1046,71,271,18,5,2186,25.03,21.56,1.597,55.38,63.14,2025-10-11
1047,122,234,16,5,2180,25.93,29.56,1.8,42.15,37.02,2025-07-26
1048,214,52,4,4,1153,22.44,18.08,2.37,28.7,83.54,2025-07-07
1049,293,346,23,4,1739,39.5,26.44,0.605,55.22,58.48,2025-09-20
1050,282,309,21,1,384,17.92,25.74,1.083,52.45,86.24,2025-10-16
1051,30,285,19,5,1650,35.1,19.89,0.807,35.6,93.7,2025-10-26
1052,6,363,25,2,971,29.75,17.42,0.137,64.53,37.83,2025-08-02
1053,178,63,4,4,1542,25.58,29.13,1.659,34.35,48.18,2025-07-16
1054,295,74,5,1,151,22.49,14.83,0.656,65.17,89.08,2025-10-05
1055,150,99,7,1,15,23.3,13.49,0.854,46.3,44.06,2025-10-26
1056,40,360,25,2,1778,18.9,16.94,0.717,36.13,58.59,2025-10-27
1057,27,442,30,2,1076,36.41,19.78,0.155,72.83,92.59,2025-08-25
1058,31,401,28,2,1902,23.94,22.9,1.16,46.05,72.31,2025-08-01
1059,211,95,6,1,870,24.26,14.22,1.826,79.28,54.78,2025-07-04
1060,170,402,28,2,1026,20.09,11.55,1.76,45.33,35.64,2025-07-14
1061,52,351,24,4,699,32.28,14.62,1.37,63.07,54.86,2025-09-19
1062,67,252,17,3,356,31.23,18.19,0.649,32.08,82.84,2025-09-03
1063,155,305,20,1,1738,24.11,29.3,1.978,30.38,44.38,2025-09-10
1064,147,135,9,2,2653,27.42,21.72,1.34,50.39,55.11,2025-07-12
1065,121,50,4,4,1308,27.14,25.68,0.893,42.5,67.9,2025-09-05
1066,300,33,3,2,821,24.53,23.3,2.215,64.01,41.77,2025-07-27
1067,45,320,22,1,2590,16.26,14.28,1.573,82.08,92.37,2025-08-15
1068,246,368,26,3,2147,30.73,18.87,0.236,35.75,80.46,2025-10-21
1069,78,291,20,1,848,25.59,21.69,0.761,59.8,44.31,2025-08-06
1070,135,256,17,3,2539,22.18,4.17,0.618,94.76,51.64,2025-09-01
1071,74,282,19,5,301,17.0,15.15,1.107,58.75,88.52,2025-08-06
1072,288,43,3,2,1206,25.92,30.44,0.493,83.73,69.35,2025-07-31
1073,172,51,4,4,650,35.04,16.98,1.523,60.48,41.59,2025-08-09
1074,294,395,27,1,1021,32.1,20.73,1.06,32.75,92.55,2025-08-28
1075,7,201,13,5,1133,24.87,12.51,0.225,44.79,68.05,2025-07-20
1076,257,178,12,3,1240,8.2,10.42,1.868,34.62,39.36,2025-07-28
1077,38,370,26,3,2702,20.66,24.17,1.339,64.6,81.43,2025-09-21
1078,141,314,21,1,2865,18.0,26.36,0.28,53.18,41.28,2025-07-16
1079,217,235,16,5,36,27.37,22.98,1.33,42.32,87.44,2025-10-17
1080,251,123,8,4,1219,23.28,21.4,0.567,57.53,81.28,2025-07-27
1081,58,356,25,2,2082,30.75,24.48,0.685,68.92,90.72,2025-09-26
1082,234,116,8,4,994,14.91,26.55,0.407,58.38,89.91,2025-07-22
1083,173,86,6,1,855,23.09,27.21,0.456,59.52,75.86,2025-10-07
1084,42,230,16,5,448,14.4,26.12,0.544,61.2,36.7,2025-10-01
1085,200,117,8,4,2008,21.92,28.33,1.872,73.36,93.97,2025-07-07
1086,40,360,25,2,1965,26.26,36.29,1.826,52.25,43.09,2025-09-18
1087,202,383,26,3,1652,17.12,21.85,1.937,70.85,84.22,2025-09-13
1088,153,266,18,5,1368,29.11,22.63,0.725,31.74,97.0,2025-07-03
1089,210,299,20,1,1568,18.46,15.51,0.903,46.2,56.77,2025-09-07
1090,239,297,20,1,2374,22.39,25.02,1.211,21.66,64.55,2025-07-17
1091,251,123,8,4,44,23.98,13.77,2.431,81.24,89.61,2025-07-04
1092,152,344,23,4,1797,23.22,29.07,1.652,54.47,68.37,2025-09-14
1093,51,181,12,3,2629,25.12,30.23,1.101,70.77,36.04,2025-08-17
1094,213,404,28,2,2790,29.59,18.16,1.332,59.26,67.99,2025-08-31
1095,50,292,20,1,613,21.45,14.75,1.755,51.0,65.35,2025-09-08
1096,16,287,19,5,1641,23.83,27.33,0.589,51.28,53.09,2025-07-29
1097,201,87,6,1,1455,26.85,23.97,0.535,58.68,86.43,2025-09-02
1098,237,158,10,1,1126,30.1,31.32,1.851,36.18,55.35,2025-09-08
1099,144,433,30,2,287,26.56,20.55,1.021,36.22,69.78,2025-10-25
1100,187,267,18,5,2266,14.45,29.47,0.251,69.5,65.24,2025-07-21
1101,99,130,9,2,2351,18.91,27.99,0.085,59.9,98.03,2025-08-19
1102,174,160,11,2,1128,28.49,21.6,1.068,58.4,75.35,2025-09-17
1103,208,31,3,2,825,29.14,17.9,1.384,34.62,56.46,2025-07-13
1104,127,437,30,2,2473,26.41,20.87,0.714,59.5,44.89,2025-10-15
1105,205,4,1,4,163,23.79,23.85,0.611,28.91,84.52,2025-10-21
1106,21,411,28,2,1525,24.97,25.3,0.212,64.49,42.2,2025-09-03
1107,203,124,8,4,39,22.89,23.22,1.514,18.04,64.37,2025-10-04
1108,143,332,23,4,1081,24.74,29.61,0.324,22.37,72.31,2025-07-07
1109,194,308,21,1,138,29.38,18.69,0.722,42.91,47.26,2025-07-17
1110,211,95,6,1,1606,16.95,19.18,0.472,71.71,68.18,2025-07-18
1111,268,194,13,5,265,28.81,20.63,1.896,69.75,57.66,2025-09-10
1112,68,57,4,4,2224,14.62,24.13,1.473,39.62,30.74,2025-07-18
1113,245,298,20,1,1086,27.96,24.21,1.084,75.42,65.72,2025-09-17
1114,202,383,26,3,1578,25.9,16.22,2.621,58.83,37.77,2025-09-04
1115,138,29,2,4,2179,31.27,4.0,0.394,56.66,54.96,2025-07-21
1116,170,402,28,2,2140,24.51,20.29,0.574,37.74,95.29,2025-07-31
1117,225,283,19,5,1816,24.39,19.47,1.403,42.17,90.63,2025-07-12
1118,173,86,6,1,2300,16.23,22.89,1.563,80.63,59.94,2025-09-13
1119,6,363,25,2,1513,25.41,26.34,0.689,62.35,75.88,2025-09-06
1120,248,34,3,2,2746,27.82,34.35,0.7,59.9,67.6,2025-10-19
1121,14,144,10,1,1284,28.58,24.56,0.12,45.48,73.0,2025-09-18
1122,295,74,5,1,2551,17.39,21.06,0.263,71.44,31.09,2025-07-21
1123,84,163,11,2,1014,9.74,27.81,0.917,59.44,37.34,2025-09-09
1124,84,163,11,2,1379,20.94,23.91,0.623,62.16,94.96,2025-10-07
1125,91,330,23,4,27,22.57,24.97,1.614,36.72,90.04,2025-10-22
1126,82,197,13,5,2007,15.67,18.3,1.954,69.78,94.25,2025-07-11
1127,153,266,18,5,2704,22.16,16.39,0.587,56.17,36.4,2025-07-28
1128,236,361,25,2,1300,13.05,26.15,1.407,31.2,71.78,2025-08-10
1129,119,27,2,4,1628,22.6,40.0,1.341,48.07,86.99,2025-07-13
1130,145,83,6,1,175,22.99,18.51,2.282,86.39,46.7,2025-09-07
1131,68,57,4,4,2615,35.44,18.6,0.968,39.42,99.6,2025-10-05
1132,173,86,6,1,2328,21.27,31.76,2.136,56.4,32.21,2025-09-20
1133,187,267,18,5,2112,21.15,27.19,1.332,34.67,97.42,2025-09-09
1134,116,189,13,5,1091,22.92,13.11,1.411,50.12,94.92,2025-09-25
1135,183,183,12,3,1662,32.9,18.53,0.896,59.82,70.33,2025-09-01
1136,185,200,13,5,2847,33.93,10.5,1.67,57.33,60.43,2025-08-09
1137,205,4,1,4,1618,23.11,23.15,1.675,86.6,96.59,2025-08-07
1138,292,77,5,1,1450,28.93,15.96,0.604,40.42,85.33,2025-07-07
1139,155,305,20,1,1359,17.93,14.8,1.021,81.96,58.95,2025-08-31
1140,144,433,30,2,2219,21.23,20.87,0.339,44.72,81.47,2025-09-11
1141,142,219,15,4,1595,31.15,14.07,2.52,74.7,43.77,2025-08-26
1142,80,137,9,2,2376,26.02,26.36,0.859,74.1,42.64,2025-10-04
1143,241,248,17,3,913,19.54,27.89,0.942,64.43,72.59,2025-08-23
1144,283,223,15,4,2104,25.19,21.96,1.16,61.0,56.79,2025-10-01
1145,263,227,16,5,2096,23.76,19.72,0.501,68.88,52.75,2025-09-04
1146,37,58,4,4,1612,21.53,21.35,0.098,28.48,88.17,2025-08-04
1147,271,357,25,2,1288,19.62,34.11,1.685,26.74,71.66,2025-08-31
1148,179,393,27,1,2029,27.78,21.79,0.604,56.11,40.66,2025-08-23
1149,259,128,9,2,2153,12.2,28.31,1.481,14.38,75.57,2025-09-21
1150,199,413,28,2,2018,19.93,26.9,1.327,43.89,35.01,2025-09-27
1151,117,300,20,1,522,25.8,28.16,0.286,69.18,78.37,2025-07-12
1152,73,372,26,3,2537,15.39,26.78,0.631,94.47,68.71,2025-07-22
1153,189,152,10,1,2791,36.62,16.85,0.871,76.67,85.91,2025-10-22
1154,118,175,12,3,862,17.64,18.94,2.118,72.3,63.56,2025-10-04
1155,217,235,16,5,2729,23.1,27.96,1.291,38.54,52.73,2025-08-25
1156,90,428,29,1,339,29.39,31.19,2.048,11.66,78.85,2025-08-11
1157,33,205,14,4,1592,27.71,20.76,0.593,66.61,75.08,2025-07-17
1158,190,258,18,5,4,30.49,21.21,0.69,37.52,66.91,2025-08-19
1159,207,184,12,3,98,15.05,19.22,1.957,39.13,84.19,2025-09-13
1160,174,160,11,2,1566,20.3,16.74,0.5,52.34,82.08,2025-08-09
1161,281,210,14,4,397,21.57,26.1,1.038,63.19,96.48,2025-10-24
1162,115,136,9,2,2848,14.84,19.21,0.712,84.53,46.48,2025-09-11
1163,105,233,16,5,2788,19.51,27.64,1.19,51.75,69.19,2025-08-03
1164,260,303,20,1,1892,33.39,18.42,0.505,39.53,74.91,2025-07-19
1165,153,266,18,5,1898,19.92,16.65,0.109,54.05,63.73,2025-08-02
1166,264,397,28,2,380,21.67,19.7,1.626,59.14,38.66,2025-09-28
1167,12,251,17,3,1534,22.68,16.42,1.704,59.26,58.52,2025-07-22
1168,119,27,2,4,1713,33.81,20.16,1.725,73.01,57.13,2025-09-17
1169,176,366,25,2,2440,15.36,12.42,0.883,28.06,44.46,2025-10-10
1170,205,4,1,4,2414,24.08,21.32,2.229,62.25,71.35,2025-08-20
1171,217,235,16,5,226,23.89,18.56,1.651,51.76,34.59,2025-10-18
1172,42,230,16,5,1784,9.83,22.96,1.409,75.09,40.46,2025-10-24
1173,112,138,9,2,7,32.14,23.57,1.273,77.58,50.88,2025-08-05
1174,233,46,3,2,1689,21.48,18.7,2.219,61.79,51.38,2025-08-30
1175,287,350,24,4,1021,35.02,12.29,0.595,65.48,97.37,2025-09-30
1176,206,113,8,4,1926,28.09,22.63,1.729,76.3,72.42,2025-10-17
1177,193,259,18,5,1117,31.34,13.51,0.57,61.76,98.72,2025-10-18
1178,212,349,24,4,40,25.83,20.47,0.798,41.4,36.9,2025-08-12
1179,95,55,4,4,127,20.98,16.31,0.131,64.11,30.58,2025-07-04
1180,228,10,1,4,702,23.07,28.62,1.561,46.13,52.57,2025-10-02
1181,297,375,26,3,255,20.72,10.08,1.326,89.87,64.88,2025-09-04
1182,253,64,4,4,942,33.07,25.23,2.23,67.73,72.93,2025-08-29
1183,104,212,14,4,1295,26.61,17.01,1.133,66.17,90.09,2025-10-23
1184,28,399,28,2,217,21.74,30.07,2.372,41.48,43.26,2025-07-22
1185,263,227,16,5,2384,12.23,21.17,0.731,45.66,33.08,2025-08-19
1186,42,230,16,5,1459,37.69,22.32,1.443,48.73,81.07,2025-08-18
1187,37,58,4,4,1050,31.33,31.57,1.184,71.19,64.55,2025-08-31
1188,181,70,5,1,284,10.18,24.64,1.231,45.99,60.1,2025-07-16
1189,226,279,19,5,1480,24.04,23.78,0.88,36.94,53.59,2025-08-27
1190,47,198,13,5,1581,18.77,19.8,0.774,26.69,42.94,2025-09-10
1191,276,121,8,4,2389,28.14,34.7,0.921,68.4,33.36,2025-09-14
1192,88,118,8,4,2565,30.23,23.41,1.229,56.85,84.52,2025-08-08
1193,57,324,22,1,762,21.75,21.36,1.45,60.4,94.42,2025-07-07
1194,258,207,14,4,927,20.57,29.91,0.593,61.35,62.85,2025-10-02
1195,217,235,16,5,54,12.47,22.35,1.188,99.09,91.76,2025-10-17
1196,48,75,5,1,1207,28.19,24.96,1.316,74.09,73.33,2025-09-27
1197,2,295,20,1,74,23.06,18.41,0.614,100.0,77.78,2025-07-23
1198,15,238,16,5,1065,26.54,15.81,0.6,41.22,49.46,2025-07-05
1199,93,62,4,4,2597,24.74,27.74,1.187,42.27,42.59,2025-08-26
1200,299,153,10,1,658,21.89,16.71,1.324,59.84,78.95,2025-09-21
1201,166,171,11,2,1413,17.6,25.58,0.668,52.22,79.94,2025-07-06
1202,184,398,28,2,1487,27.79,28.41,1.187,67.32,90.15,2025-10-22
1203,199,413,28,2,1729,20.56,18.75,0.214,52.11,42.32,2025-08-04
1204,171,427,29,1,1489,27.58,25.34,1.471,26.38,77.86,2025-08-31
1205,160,104,7,1,52,30.59,23.29,1.721,65.58,66.43,2025-09-08
1206,10,424,29,1,1058,22.39,21.85,1.276,52.96,73.15,2025-08-26
1207,34,342,23,4,2834,15.55,13.27,0.649,62.45,49.68,2025-08-04
1208,151,220,15,4,1733,22.81,13.7,0.803,46.6,59.45,2025-07-20
1209,2,295,20,1,2761,12.26,14.9,0.242,32.6,78.93,2025-10-21
1210,25,191,13,5,663,22.92,29.97,1.227,37.18,90.06,2025-09-13
1211,17,166,11,2,144,22.05,21.87,1.258,6.14,94.36,2025-09-04
1212,255,67,5,1,1092,14.09,26.95,1.392,47.44,84.26,2025-07-31
1213,160,104,7,1,2484,34.55,21.74,1.101,31.4,96.39,2025-09-28
1214,179,393,27,1,156,32.7,28.61,1.499,48.87,74.51,2025-10-09
1215,114,203,13,5,2006,24.87,21.21,0.139,46.79,65.85,2025-07-15
1216,180,100,7,1,236,29.84,13.67,0.168,62.42,89.86,2025-08-15
1217,84,163,11,2,2484,25.8,31.54,1.431,39.22,51.47,2025-08-21
1218,209,155,10,1,1430,29.66,17.3,2.335,45.77,56.67,2025-07-12
1219,205,4,1,4,1447,15.09,35.52,1.309,62.25,66.23,2025-10-18
1220,64,280,19,5,47,23.92,17.29,0.636,92.98,67.3,2025-09-10
1221,125,84,6,1,874,25.04,12.82,1.261,45.98,84.99,2025-07-19
1222,246,368,26,3,796,36.18,24.09,0.047,40.79,68.1,2025-08-15
1223,281,210,14,4,2602,17.77,24.72,0.869,40.35,81.09,2025-08-21
1224,34,342,23,4,1452,21.64,21.57,0.525,55.95,76.19,2025-09-13
1225,18,213,15,4,44,23.8,35.95,1.158,60.49,50.61,2025-07-20
1226,278,325,22,1,942,18.05,26.28,0.81,73.65,50.75,2025-08-21
1227,242,354,24,4,816,31.07,16.08,0.116,71.03,50.39,2025-08-31
1228,180,100,7,1,168,27.4,20.98,0.51,46.77,99.4,2025-09-19
1229,32,199,13,5,709,32.67,31.92,0.413,95.25,63.29,2025-09-22
1230,68,57,4,4,1799,18.04,11.54,0.042,74.72,65.46,2025-07-02
1231,283,223,15,4,1595,18.63,19.26,1.162,98.69,90.97,2025-09-07
1232,271,357,25,2,2018,31.77,9.63,1.432,64.94,61.84,2025-08-30
1233,79,114,8,4,2720,27.32,16.68,1.536,60.63,98.41,2025-07-14
1234,86,367,26,3,2126,26.42,23.02,0.699,40.35,63.69,2025-07-29
1235,147,135,9,2,2733,26.49,16.93,1.345,82.86,59.63,2025-08-05
1236,179,393,27,1,1269,9.15,29.91,1.626,100.0,40.08,2025-08-16
1237,74,282,19,5,2210,21.15,23.27,1.835,27.76,30.33,2025-09-15
1238,81,170,11,2,2246,21.55,24.76,2.28,61.82,96.28,2025-07-11
1239,267,109,7,1,1684,21.29,24.86,1.681,64.95,31.89,2025-08-23
1240,269,6,1,4,1281,36.07,29.7,0.52,22.2,61.09,2025-07-16
1241,222,260,18,5,691,23.86,30.55,1.403,59.64,96.23,2025-07-17
1242,250,277,19,5,2046,32.38,12.31,0.055,60.55,38.27,2025-07-02
1243,5,202,13,5,1914,14.52,12.62,0.681,42.07,84.42,2025-10-23
1244,164,3,1,4,2619,16.54,24.0,1.551,54.02,49.92,2025-07-23
1245,22,204,13,5,1289,22.02,15.7,1.625,62.39,42.6,2025-10-04
1246,210,299,20,1,362,22.59,16.53,1.416,38.8,85.04,2025-07-11
1247,104,212,14,4,1926,25.95,21.63,0.859,60.98,36.44,2025-09-18
1248,62,154,10,1,1697,17.43,27.47,1.026,38.13,84.05,2025-08-29
1249,254,289,19,5,1332,22.79,33.06,0.847,46.05,99.34,2025-07-12
1250,175,165,11,2,1305,21.56,18.41,1.901,72.3,53.82,2025-08-04
1251,199,413,28,2,2236,32.06,24.49,0.37,46.78,55.21,2025-10-14
1252,188,96,6,1,1301,32.3,27.39,1.398,90.87,58.28,2025-09-22
1253,25,191,13,5,779,22.36,17.65,2.422,17.41,40.53,2025-10-17
1254,196,406,28,2,366,20.36,30.52,0.73,68.1,50.71,2025-07-22
1255,122,234,16,5,924,21.44,28.13,1.849,62.98,90.34,2025-07-09
1256,171,427,29,1,735,30.69,18.34,1.64,68.56,75.47,2025-09-24
1257,255,67,5,1,2499,27.28,28.88,1.626,36.11,93.07,2025-10-10
1258,264,397,28,2,2712,16.35,28.12,2.045,32.04,83.62,2025-07-19
1259,99,130,9,2,2860,19.36,19.18,0.709,50.62,42.19,2025-07-26
1260,34,342,23,4,1746,16.46,20.85,0.844,48.71,90.41,2025-10-25
1261,116,189,13,5,2781,31.34,24.59,1.223,43.8,30.5,2025-07-22
1262,182,355,25,2,1824,23.37,18.76,0.456,57.04,37.65,2025-07-20
1263,83,390,27,1,947,22.29,8.42,0.981,38.0,50.47,2025-07-29
1264,185,200,13,5,74,23.4,17.04,0.892,74.68,68.18,2025-08-04
1265,221,278,19,5,2527,26.38,24.61,0.735,84.16,82.57,2025-09-19
1266,100,42,3,2,850,24.95,35.91,0.308,68.44,31.06,2025-09-10
1267,238,25,2,4,1756,33.63,9.98,1.244,64.53,43.06,2025-08-18
1268,31,401,28,2,239,19.35,12.73,2.308,39.8,86.97,2025-08-06
1269,277,247,17,3,1324,36.91,12.67,2.041,49.89,72.06,2025-07-17
1270,117,300,20,1,2445,21.75,23.93,1.174,56.81,59.9,2025-07-21
1271,227,394,27,1,234,25.64,29.91,0.888,35.61,79.33,2025-08-18
1272,223,269,18,5,1985,5.8,36.16,1.367,49.09,73.36,2025-10-08
1273,223,269,18,5,452,15.9,15.02,1.325,44.64,51.68,2025-09-27
1274,150,99,7,1,1323,22.8,21.06,0.398,22.44,46.11,2025-10-01
1275,143,332,23,4,565,16.07,31.67,1.248,41.44,57.62,2025-10-06
1276,248,34,3,2,668,28.71,18.73,1.697,66.72,90.31,2025-08-13
1277,248,34,3,2,483,14.88,32.57,1.801,77.62,87.25,2025-08-31
1278,201,87,6,1,1985,14.99,17.09,1.452,63.13,35.54,2025-10-24
1279,245,298,20,1,56,23.33,19.83,1.973,87.86,65.9,2025-07-30
1280,19,239,17,3,1975,21.48,17.14,1.368,50.95,59.6,2025-09-10
1281,292,77,5,1,2424,24.01,27.1,1.052,60.23,56.25,2025-09-21
1282,102,17,2,4,1709,17.28,21.32,0.593,48.16,68.46,2025-10-21
1283,8,384,26,3,1716,23.13,17.44,0.192,74.13,77.72,2025-07-03
1284,148,131,9,2,1449,33.77,26.56,1.636,67.08,34.33,2025-09-19
1285,1,190,13,5,1023,39.01,25.39,1.533,53.49,75.23,2025-08-15
