YieldRecordID,FieldID,FarmID,RegionID,CropID,SeasonID,DateTimeID,AreaHectares,YieldTonnes,YieldPerHectare,MoisturePct,Grade,CreatedDate
5079,404,28,2,7,1,2156,9.85,2.01,0.204,13.65,A,2025-09-25
5080,262,18,5,3,2,2454,5.9,10.269,1.741,14.09,B,2025-07-11
5081,14,1,4,3,2,948,8.92,4.754,0.533,15.17,A,2025-07-24
5082,59,4,4,5,1,1277,7.48,4.722,0.631,13.61,C,2025-10-08
5083,4,1,4,3,1,2213,3.69,5.445,1.476,14.59,A,2025-07-31
5084,202,13,5,8,3,467,6.86,2.083,0.304,13.58,B,2025-10-17
5085,107,7,1,5,1,687,11.74,5.815,0.495,12.77,A,2025-07-11
5086,133,9,2,6,1,2213,11.69,7.521,0.643,13.77,B,2025-08-16
5087,119,8,4,6,1,2243,5.07,1.628,0.321,6.14,A,2025-10-19
5088,58,4,4,2,1,1802,7.4,2.435,0.329,12.06,B,2025-08-10
5089,272,19,5,5,2,1609,1.36,0.895,0.658,11.33,C,2025-08-03
5090,137,9,2,2,1,1000,10.27,6.023,0.586,9.98,B,2025-09-03
5091,38,3,2,3,2,33,5.78,3.379,0.585,8.64,C,2025-08-30
5092,37,3,2,4,3,1846,8.78,3.532,0.402,11.17,C,2025-07-11
5093,64,4,4,3,3,2769,8.65,3.383,0.391,9.32,A,2025-08-03
5094,45,3,2,2,2,2164,3.08,1.158,0.376,11.63,B,2025-10-10
5095,161,11,2,7,3,2062,7.24,5.651,0.781,11.52,A,2025-09-17
5096,340,23,4,8,3,618,2.58,2.452,0.95,12.3,B,2025-10-20
5097,400,28,2,1,1,1270,10.99,8.837,0.804,11.62,A,2025-08-19
5098,437,30,2,3,1,567,1.31,3.0,2.29,12.72,B,2025-10-08
5099,393,27,1,6,2,1072,8.47,5.772,0.681,11.48,A,2025-10-04
5100,433,30,2,7,3,2819,9.78,5.61,0.574,6.91,B,2025-10-10
5101,27,2,4,8,2,1754,9.42,3.81,0.404,14.13,A,2025-08-17
5102,175,12,3,1,2,2541,4.44,5.384,1.213,11.0,B,2025-09-24
5103,362,25,2,6,3,2600,2.9,2.71,0.934,6.0,A,2025-08-20
5104,327,22,1,1,2,2492,11.52,12.814,1.112,13.18,B,2025-08-24
5105,115,8,4,7,3,242,4.85,6.752,1.392,8.28,A,2025-10-10
5106,138,9,2,2,2,1350,6.9,12.225,1.772,11.6,B,2025-07-24
5107,268,18,5,7,3,2721,5.01,11.432,2.282,10.93,A,2025-07-25
5108,391,27,1,8,2,477,4.26,3.451,0.81,7.62,B,2025-08-06
5109,145,10,1,6,2,614,11.04,4.357,0.395,13.38,C,2025-09-05
5110,214,15,4,4,1,1201,5.72,7.512,1.313,15.56,B,2025-07-06
5111,49,4,4,4,2,863,10.59,3.006,0.284,7.74,B,2025-07-08
5112,315,22,1,3,3,849,7.79,6.546,0.84,15.96,C,2025-08-08
5113,261,18,5,4,2,654,9.16,3.465,0.378,13.21,B,2025-10-11
5114,256,17,3,8,2,1620,2.8,4.031,1.44,12.32,B,2025-08-15
5115,357,25,2,4,3,2826,5.38,5.889,1.095,8.34,B,2025-09-13
5116,63,4,4,7,3,2127,10.68,1.42,0.133,10.5,A,2025-07-05
5117,86,6,1,7,2,1342,6.68,4.911,0.735,13.96,C,2025-10-15
5118,283,19,5,5,3,125,4.82,2.555,0.53,8.62,B,2025-08-22
5119,152,10,1,1,3,2384,8.41,7.479,0.889,12.51,A,2025-07-15
5120,361,25,2,2,1,2167,1.4,1.593,1.138,11.04,B,2025-08-22
5121,174,12,3,8,2,2794,9.27,12.233,1.32,9.04,B,2025-08-26
5122,95,6,1,3,1,1365,9.15,3.325,0.363,9.53,A,2025-08-12
5123,60,4,4,5,3,2833,6.1,8.356,1.37,8.73,A,2025-07-20
5124,276,19,5,8,2,521,11.08,5.062,0.457,10.98,A,2025-07-03
5125,128,9,2,1,2,493,5.56,13.702,2.464,10.44,A,2025-08-12
5126,386,26,3,3,3,2264,1.5,10.282,6.855,15.57,A,2025-10-13
5127,267,18,5,2,1,1422,11.97,4.001,0.334,11.39,B,2025-10-16
5128,4,1,4,1,1,2817,1.05,7.719,7.351,16.84,B,2025-07-07
5129,404,28,2,5,3,1740,3.91,2.985,0.763,8.34,A,2025-08-19
5130,371,26,3,8,3,2152,6.55,5.103,0.779,14.56,B,2025-10-18
5131,200,13,5,5,1,100,4.86,3.737,0.769,11.25,C,2025-09-27
5132,427,29,1,7,3,2336,10.97,5.254,0.479,7.46,A,2025-09-05
5133,213,15,4,7,3,2320,1.24,13.585,10.956,11.43,A,2025-08-17
5134,380,26,3,4,1,1992,8.7,3.969,0.456,13.23,A,2025-08-12
5135,394,27,1,8,1,818,7.28,2.354,0.323,17.89,C,2025-08-07
5136,39,3,2,8,1,1936,1.89,4.827,2.554,7.84,B,2025-08-27
5137,332,23,4,4,2,87,10.93,2.315,0.212,8.59,B,2025-07-13
5138,393,27,1,6,2,2314,6.61,2.763,0.418,14.64,C,2025-08-22
5139,293,20,1,3,1,2368,8.7,2.225,0.256,14.82,B,2025-07-12
5140,218,15,4,6,3,755,2.01,6.887,3.426,11.82,C,2025-07-14
5141,331,23,4,2,1,2702,4.41,1.89,0.429,9.41,A,2025-10-04
5142,348,24,4,2,1,2398,6.54,6.343,0.97,9.41,A,2025-08-24
5143,63,4,4,8,2,474,8.23,5.579,0.678,15.71,A,2025-10-03
5144,99,7,1,3,2,797,6.32,3.382,0.535,10.85,A,2025-08-26
5145,178,12,3,4,3,199,6.19,6.421,1.037,9.67,C,2025-07-29
5146,214,15,4,6,2,465,10.59,3.394,0.32,12.59,A,2025-08-02
5147,372,26,3,2,3,262,7.09,3.151,0.444,14.25,C,2025-08-12
5148,40,3,2,5,2,549,5.8,2.048,0.353,10.19,A,2025-10-05
5149,61,4,4,2,3,1977,7.68,2.844,0.37,10.27,A,2025-08-04
5150,150,10,1,4,3,2435,0.67,4.412,6.585,16.68,B,2025-07-06
5151,207,14,4,2,2,2474,4.75,5.105,1.075,11.05,C,2025-07-02
5152,233,16,5,4,2,2733,8.53,2.907,0.341,14.51,C,2025-07-19
5153,288,19,5,7,3,1409,0.91,3.631,3.99,15.61,C,2025-08-25
5154,126,9,2,5,2,2413,2.19,1.068,0.488,9.27,A,2025-10-21
5155,388,27,1,4,3,902,5.08,8.638,1.7,10.89,A,2025-09-12
5156,294,20,1,7,2,2673,4.36,3.907,0.896,13.69,A,2025-08-20
5157,211,14,4,7,1,526,10.57,3.314,0.314,9.97,A,2025-10-17
5158,105,7,1,5,1,300,1.08,8.283,7.669,11.94,A,2025-09-19
5159,310,21,1,5,3,614,7.72,8.684,1.125,10.98,A,2025-10-15
5160,273,19,5,7,2,1962,10.28,3.401,0.331,17.37,A,2025-10-27
5161,165,11,2,1,1,972,0.94,3.838,4.083,15.48,A,2025-10-23
5162,223,15,4,5,2,1950,3.33,10.335,3.104,13.29,A,2025-08-22
5163,435,30,2,4,3,2433,4.35,1.083,0.249,10.8,A,2025-10-17
5164,223,15,4,5,2,837,7.26,9.138,1.259,13.14,A,2025-08-09
5165,110,7,1,8,1,659,0.88,6.121,6.956,9.96,C,2025-08-08
5166,279,19,5,7,2,2326,9.08,2.395,0.264,11.89,B,2025-10-17
5167,164,11,2,4,1,1216,3.83,8.251,2.154,12.62,C,2025-07-15
5168,442,30,2,2,2,872,6.72,3.549,0.528,17.23,A,2025-10-16
5169,17,2,4,3,3,2087,4.16,4.28,1.029,15.13,B,2025-10-11
5170,263,18,5,8,3,1182,10.94,8.017,0.733,9.31,A,2025-07-08
5171,228,16,5,7,3,2046,5.7,4.913,0.862,11.4,A,2025-07-12
5172,385,26,3,5,1,913,5.78,4.462,0.772,7.12,A,2025-07-08
5173,201,13,5,7,2,2776,4.32,3.234,0.749,11.11,A,2025-10-06
5174,22,2,4,6,2,250,1.19,2.339,1.966,12.06,B,2025-10-06
5175,323,22,1,4,3,1436,9.0,4.929,0.548,8.64,A,2025-09-30
5176,43,3,2,1,2,1413,7.79,11.998,1.54,8.44,B,2025-09-19
5177,102,7,1,4,3,1682,1.38,4.559,3.304,15.7,A,2025-09-30
5178,181,12,3,1,3,2750,11.1,5.585,0.503,8.55,A,2025-10-24
5179,311,21,1,7,1,1428,7.84,2.622,0.334,11.67,B,2025-09-25
5180,135,9,2,5,1,2336,4.07,8.368,2.056,6.56,B,2025-09-22
5181,165,11,2,7,1,2349,3.91,14.2,3.632,17.13,C,2025-07-27
5182,257,18,5,6,2,1849,9.68,8.055,0.832,12.18,B,2025-09-27
5183,157,10,1,2,1,1178,3.72,8.371,2.25,11.61,B,2025-08-15
5184,298,20,1,2,3,1314,4.86,2.135,0.439,14.14,A,2025-07-07
5185,73,5,1,1,1,479,4.77,4.322,0.906,11.23,A,2025-10-18
5186,81,6,1,8,1,2321,7.16,3.306,0.462,10.36,A,2025-10-16
5187,65,4,4,8,3,2779,3.11,5.624,1.808,6.09,A,2025-07-24
5188,24,2,4,7,1,1356,8.71,2.837,0.326,8.17,B,2025-08-11
5189,213,15,4,7,3,1090,3.72,1.522,0.409,15.23,C,2025-09-16
5190,271,18,5,2,2,2555,2.29,3.719,1.624,12.18,C,2025-08-24
5191,16,2,4,4,2,217,4.89,3.602,0.737,11.04,A,2025-09-25
5192,430,30,2,7,2,879,0.96,8.347,8.695,14.25,A,2025-08-19
5193,370,26,3,3,2,2680,9.61,2.322,0.242,15.74,B,2025-07-05
5194,347,24,4,3,3,1136,10.25,5.452,0.532,8.18,A,2025-07-06
5195,40,3,2,7,2,1544,8.77,4.908,0.56,14.48,A,2025-08-12
5196,385,26,3,6,1,884,11.48,4.184,0.364,13.24,B,2025-08-09
5197,359,25,2,8,3,606,2.85,8.091,2.839,13.76,A,2025-08-22
5198,435,30,2,1,2,715,1.74,1.125,0.647,11.16,B,2025-09-10
5199,270,18,5,2,2,1891,3.2,3.837,1.199,13.84,B,2025-08-29
5200,38,3,2,6,1,2439,6.36,9.675,1.521,15.41,A,2025-08-24
5201,228,16,5,2,2,1841,6.91,7.809,1.13,6.0,A,2025-07-21
5202,111,8,4,7,2,1984,10.35,4.391,0.424,10.69,A,2025-10-12
5203,441,30,2,5,3,1447,4.31,9.611,2.23,11.91,A,2025-10-25
5204,60,4,4,6,2,432,11.27,3.335,0.296,13.46,A,2025-10-17
5205,97,6,1,2,1,935,2.95,2.036,0.69,12.23,B,2025-07-06
5206,212,14,4,5,2,2309,5.61,7.16,1.276,17.77,A,2025-08-27
5207,377,26,3,8,2,1841,1.43,7.003,4.897,9.51,B,2025-10-22
5208,29,2,4,2,1,1421,3.6,4.026,1.118,9.71,A,2025-09-07
5209,127,9,2,6,2,1029,1.39,4.34,3.122,7.95,A,2025-08-02
5210,406,28,2,5,1,233,3.69,6.196,1.679,12.58,C,2025-09-13
5211,328,23,4,6,2,1239,10.24,6.408,0.626,10.4,B,2025-10-17
5212,395,27,1,3,1,2308,9.51,5.378,0.566,10.12,C,2025-09-07
5213,7,1,4,5,3,2453,8.04,4.208,0.523,9.09,A,2025-07-14
5214,208,14,4,4,3,815,2.33,8.331,3.576,11.09,A,2025-07-31
5215,330,23,4,1,1,1742,9.48,1.826,0.193,13.86,A,2025-08-22
5216,215,15,4,6,1,2645,7.43,5.97,0.803,10.49,B,2025-07-06
5217,290,19,5,7,1,41,6.17,10.61,1.72,16.22,A,2025-07-10
5218,24,2,4,4,3,1273,8.28,5.653,0.683,9.12,B,2025-08-08
5219,12,1,4,5,1,987,6.75,2.066,0.306,11.41,A,2025-08-01
5220,301,20,1,2,2,1916,2.55,13.969,5.478,11.95,A,2025-07-14
5221,19,2,4,4,2,2712,8.06,2.381,0.295,13.04,B,2025-07-19
5222,146,10,1,4,3,810,1.37,3.442,2.512,13.56,C,2025-08-02
5223,384,26,3,2,1,1246,5.07,3.422,0.675,13.98,B,2025-08-03
5224,326,22,1,2,1,1124,3.25,5.795,1.783,6.14,B,2025-09-06
5225,146,10,1,5,3,1617,8.42,4.102,0.487,10.87,B,2025-10-02
5226,188,13,5,6,2,890,5.21,1.581,0.303,14.44,B,2025-07-14
5227,13,1,4,3,1,2567,4.16,3.925,0.944,10.23,A,2025-09-16
5228,293,20,1,6,1,922,10.02,3.44,0.343,9.7,A,2025-09-10
5229,304,20,1,4,3,553,1.12,2.843,2.538,15.77,B,2025-09-19
5230,110,7,1,5,3,429,2.4,7.984,3.327,10.99,A,2025-07-14
5231,107,7,1,5,3,1600,11.24,7.235,0.644,9.61,B,2025-09-06
5232,31,3,2,4,2,1406,7.58,5.631,0.743,14.73,B,2025-09-19
5233,16,2,4,5,3,2228,2.53,0.712,0.281,12.05,C,2025-08-16
5234,337,23,4,6,3,2465,2.53,5.491,2.17,10.47,B,2025-09-21
5235,197,13,5,1,2,1279,9.47,14.622,1.544,14.93,B,2025-08-06
5236,36,3,2,3,1,1903,3.02,3.697,1.224,14.83,A,2025-08-16
5237,276,19,5,1,2,2880,7.13,6.294,0.883,15.3,C,2025-10-27
5238,361,25,2,4,1,1166,2.82,3.557,1.261,12.65,B,2025-07-26
5239,379,26,3,8,2,2111,9.8,3.121,0.318,11.89,A,2025-08-13
5240,239,17,3,4,2,272,11.5,4.125,0.359,15.49,A,2025-10-18
5241,103,7,1,3,3,2352,4.95,1.965,0.397,9.58,C,2025-10-26
5242,356,25,2,5,1,590,11.34,6.936,0.612,13.79,A,2025-10-20
5243,309,21,1,6,3,2032,3.99,5.214,1.307,12.09,A,2025-10-11
5244,35,3,2,4,3,2237,2.16,6.221,2.88,12.26,C,2025-08-29
5245,19,2,4,7,3,90,11.59,3.547,0.306,20.0,A,2025-09-18
5246,443,30,2,5,2,2386,3.25,4.233,1.302,13.49,A,2025-09-19
5247,97,6,1,5,1,2185,11.13,3.276,0.294,12.01,B,2025-07-03
5248,118,8,4,7,2,1256,3.66,8.875,2.425,13.21,B,2025-10-27
5249,165,11,2,4,3,2754,5.92,1.97,0.333,9.82,A,2025-10-13
5250,253,17,3,8,3,833,2.33,2.995,1.285,12.95,C,2025-09-30
5251,57,4,4,5,3,1872,6.63,11.087,1.672,10.24,A,2025-10-12
5252,104,7,1,1,2,2232,2.75,8.321,3.026,11.68,B,2025-08-01
5253,367,26,3,6,1,2013,4.4,3.613,0.821,9.97,A,2025-08-22
5254,71,5,1,8,2,2773,8.0,8.22,1.028,18.48,B,2025-09-19
5255,421,29,1,3,2,2682,7.18,18.086,2.519,9.87,A,2025-10-17
5256,110,7,1,1,2,72,11.69,5.112,0.437,12.78,A,2025-07-18
5257,307,21,1,6,1,991,11.78,5.11,0.434,15.47,A,2025-07-15
5258,88,6,1,6,1,335,9.1,5.643,0.62,9.41,B,2025-07-11
5259,364,25,2,4,3,306,5.3,4.139,0.781,12.07,C,2025-10-21
5260,50,4,4,7,3,1292,4.81,10.479,2.179,11.07,A,2025-07-10
5261,28,2,4,4,1,77,1.75,3.458,1.976,14.81,B,2025-10-07
5262,271,18,5,3,3,2676,2.54,0.837,0.33,15.25,A,2025-10-22
5263,354,24,4,1,3,2874,8.49,0.269,0.032,13.3,B,2025-10-04
5264,149,10,1,3,2,1060,2.93,10.053,3.431,14.29,B,2025-09-02
5265,13,1,4,6,2,12,3.7,6.883,1.86,14.07,B,2025-08-23
5266,221,15,4,3,3,1051,9.3,4.944,0.532,14.9,A,2025-10-24
5267,90,6,1,1,3,104,6.38,5.781,0.906,16.02,B,2025-08-18
5268,391,27,1,4,3,2499,2.67,6.723,2.518,12.28,A,2025-07-19
5269,227,16,5,8,2,1501,1.12,12.018,10.73,10.41,B,2025-08-10
5270,324,22,1,2,2,2690,1.02,2.727,2.674,11.5,B,2025-10-18
5271,118,8,4,1,3,1552,4.12,2.694,0.654,13.39,B,2025-08-14
5272,424,29,1,5,1,1958,7.94,4.079,0.514,10.38,A,2025-07-23
5273,305,20,1,6,2,245,10.0,2.276,0.228,8.78,A,2025-09-14
5274,5,1,4,3,2,1495,6.14,3.709,0.604,12.17,A,2025-08-28
5275,181,12,3,5,3,653,2.91,2.845,0.978,15.15,B,2025-09-29
5276,376,26,3,6,2,820,0.51,7.861,15.414,6.0,B,2025-08-06
5277,330,23,4,5,3,2878,10.78,3.582,0.332,9.79,B,2025-07-02
5278,233,16,5,3,2,397,0.67,9.327,13.921,12.72,B,2025-09-30
5279,315,22,1,3,2,1873,5.16,10.569,2.048,13.62,B,2025-07-31
5280,292,20,1,7,3,2469,2.21,7.12,3.222,13.95,C,2025-08-02
5281,360,25,2,4,1,2724,4.81,5.424,1.128,11.18,B,2025-10-22
5282,84,6,1,6,1,534,8.1,4.846,0.598,15.2,A,2025-07-27
5283,69,5,1,7,3,1832,10.23,6.426,0.628,8.23,A,2025-10-12
5284,424,29,1,6,3,755,5.05,6.031,1.194,10.25,B,2025-07-06
5285,408,28,2,1,1,1483,6.28,5.373,0.856,13.73,B,2025-07-14
5286,223,15,4,1,2,2529,2.56,7.874,3.076,6.0,B,2025-09-21
5287,423,29,1,3,3,1500,11.26,7.183,0.638,14.37,A,2025-07-18
5288,375,26,3,7,3,864,9.37,1.529,0.163,11.25,B,2025-07-12
5289,21,2,4,6,1,2043,7.73,1.23,0.159,14.21,C,2025-10-03
5290,391,27,1,4,3,2047,8.5,2.325,0.274,17.88,C,2025-08-13
5291,37,3,2,7,2,1224,7.72,6.029,0.781,12.78,B,2025-09-24
5292,335,23,4,8,1,2322,2.38,4.049,1.701,10.37,B,2025-08-27
5293,361,25,2,8,3,2104,4.94,8.565,1.734,14.48,B,2025-10-06
5294,86,6,1,2,3,305,11.91,5.952,0.5,9.05,A,2025-10-14
5295,298,20,1,5,1,1125,11.96,1.626,0.136,14.53,A,2025-10-05
5296,414,28,2,1,2,1568,2.69,4.565,1.697,12.28,A,2025-10-24
5297,245,17,3,8,1,1053,5.56,5.249,0.944,10.19,B,2025-09-25
5298,205,14,4,4,3,954,7.4,5.932,0.802,10.09,B,2025-09-12
5299,89,6,1,7,2,159,2.76,3.897,1.412,11.74,B,2025-07-22
5300,387,27,1,1,3,2800,1.37,4.075,2.974,11.5,B,2025-07-10
5301,1,1,4,4,3,2476,0.56,0.488,0.871,10.15,A,2025-08-08
5302,287,19,5,7,1,2071,2.58,2.198,0.852,10.19,B,2025-07-24
5303,93,6,1,3,1,425,2.06,11.403,5.535,10.02,A,2025-07-22
5304,87,6,1,4,2,178,2.15,7.713,3.587,10.86,B,2025-10-06
5305,231,16,5,7,3,974,7.57,1.438,0.19,12.67,B,2025-10-05
5306,306,21,1,6,3,2138,9.79,8.428,0.861,11.44,A,2025-07-28
5307,226,15,4,7,2,2686,0.55,3.998,7.269,10.09,A,2025-08-08
5308,402,28,2,2,1,843,3.17,5.384,1.698,14.04,A,2025-10-03
5309,274,19,5,3,1,2487,8.66,0.776,0.09,14.88,A,2025-07-03
5310,135,9,2,5,1,964,10.28,5.043,0.491,9.98,A,2025-08-06
5311,17,2,4,2,3,77,3.23,3.881,1.202,6.0,C,2025-09-29
5312,381,26,3,1,2,2509,1.23,5.188,4.218,8.6,C,2025-09-04
5313,356,25,2,3,2,2553,8.28,7.73,0.934,16.15,A,2025-10-25
5314,391,27,1,8,2,2671,2.84,5.802,2.043,12.91,A,2025-08-23
5315,117,8,4,7,1,2631,10.77,3.225,0.299,8.17,A,2025-09-13
5316,144,10,1,4,2,2444,2.73,4.349,1.593,14.54,C,2025-08-03
5317,113,8,4,7,2,2538,5.13,5.051,0.985,14.15,B,2025-09-13
5318,297,20,1,1,3,1952,8.87,1.13,0.127,10.9,B,2025-09-04
5319,395,27,1,3,3,178,9.98,5.151,0.516,13.68,A,2025-10-08
5320,281,19,5,4,2,1716,1.66,6.872,4.14,15.61,A,2025-09-09
5321,366,25,2,7,3,551,4.43,0.283,0.064,8.2,C,2025-10-04
5322,156,10,1,7,2,483,7.43,4.915,0.662,13.5,B,2025-09-26
5323,418,29,1,7,3,1823,5.76,1.7,0.295,9.9,C,2025-10-19
5324,357,25,2,6,2,266,4.05,0.923,0.228,13.92,A,2025-09-21
5325,39,3,2,3,1,2006,2.15,4.296,1.998,16.38,A,2025-10-09
5326,314,21,1,5,1,226,10.99,2.449,0.223,12.34,B,2025-10-03
5327,296,20,1,3,3,147,9.77,3.683,0.377,6.0,A,2025-07-22
5328,411,28,2,5,3,85,4.13,5.269,1.276,6.56,B,2025-09-07
5329,310,21,1,7,1,2037,6.66,3.141,0.472,15.13,C,2025-07-06
5330,413,28,2,6,2,2158,10.02,4.741,0.473,16.49,A,2025-07-22
5331,353,24,4,4,3,2542,7.73,8.841,1.144,9.27,B,2025-09-13
5332,53,4,4,7,1,2328,11.42,8.217,0.72,14.6,C,2025-10-05
5333,111,8,4,3,2,436,4.37,1.413,0.323,15.62,B,2025-08-22
5334,383,26,3,2,2,2204,9.27,6.773,0.731,16.7,A,2025-07-16
5335,382,26,3,3,2,2128,11.13,8.766,0.788,15.12,B,2025-09-13
5336,380,26,3,4,3,321,6.54,12.763,1.952,11.24,A,2025-10-21
5337,351,24,4,3,2,2114,9.73,5.396,0.555,14.4,B,2025-09-06
5338,434,30,2,4,1,960,2.73,12.981,4.755,16.42,A,2025-08-04
5339,291,20,1,5,1,2308,6.03,6.115,1.014,14.05,B,2025-10-13
5340,218,15,4,8,1,1265,5.52,10.027,1.816,11.77,A,2025-09-29
5341,47,3,2,2,2,1643,9.44,4.358,0.462,19.02,B,2025-09-15
5342,204,13,5,4,1,2305,2.3,5.949,2.587,10.04,C,2025-09-14
5343,110,7,1,4,1,870,4.16,7.102,1.707,9.17,A,2025-07-30
5344,417,29,1,1,2,1475,1.97,8.718,4.425,13.52,B,2025-08-19
5345,360,25,2,8,3,2349,10.04,2.865,0.285,11.8,A,2025-10-25
5346,184,12,3,3,2,562,11.03,6.785,0.615,8.89,B,2025-09-30
5347,419,29,1,6,3,1281,2.07,5.7,2.754,11.76,B,2025-10-14
5348,275,19,5,6,1,1251,1.21,2.736,2.261,12.14,A,2025-10-14
5349,419,29,1,7,2,2388,1.82,7.283,4.002,9.12,A,2025-09-16
5350,274,19,5,5,2,2013,11.19,6.848,0.612,8.76,B,2025-10-17
5351,107,7,1,8,1,885,2.44,6.693,2.743,12.18,B,2025-10-13
5352,443,30,2,3,1,1000,3.65,4.9,1.342,13.48,B,2025-09-01
5353,11,1,4,1,1,888,3.69,9.127,2.473,10.08,C,2025-08-16
5354,155,10,1,3,1,1721,10.15,2.238,0.22,6.0,A,2025-07-13
5355,191,13,5,8,3,1081,5.91,2.003,0.339,17.22,A,2025-07-16
5356,6,1,4,8,2,263,10.83,7.378,0.681,9.46,B,2025-09-11
5357,232,16,5,2,3,1853,11.62,3.192,0.275,8.4,A,2025-10-02
5358,364,25,2,4,1,2263,2.26,7.777,3.441,14.71,C,2025-08-30
5359,436,30,2,5,3,1484,11.1,3.01,0.271,11.66,B,2025-10-08
5360,298,20,1,7,1,2827,9.79,2.795,0.285,11.97,B,2025-07-05
5361,117,8,4,4,2,693,11.02,7.047,0.639,12.25,B,2025-08-25
5362,48,4,4,7,1,1635,0.69,2.569,3.723,10.94,A,2025-07-30
5363,120,8,4,1,3,1987,5.48,2.185,0.399,9.58,B,2025-09-25
5364,47,3,2,6,2,2054,5.05,1.861,0.369,13.67,A,2025-07-12
5365,38,3,2,5,3,2071,5.5,8.875,1.614,7.98,B,2025-09-28
5366,125,8,4,7,1,353,0.81,2.12,2.617,16.54,C,2025-10-01
5367,129,9,2,7,1,294,1.18,1.324,1.122,12.8,B,2025-10-06
5368,170,11,2,3,1,2021,10.04,6.91,0.688,15.74,A,2025-08-06
5369,225,15,4,5,3,649,1.15,6.152,5.35,15.46,A,2025-09-21
5370,283,19,5,3,1,1812,3.35,2.886,0.861,16.3,B,2025-10-19
5371,43,3,2,8,2,1275,10.43,3.847,0.369,16.35,B,2025-07-09
5372,152,10,1,3,1,2102,7.11,11.325,1.593,9.51,A,2025-08-06
5373,361,25,2,7,3,1870,6.82,5.57,0.817,14.23,A,2025-09-29
5374,73,5,1,3,1,1706,7.14,5.248,0.735,12.85,B,2025-09-06
5375,298,20,1,6,2,256,2.86,10.571,3.696,9.59,A,2025-10-14
5376,352,24,4,6,2,2839,4.09,3.948,0.965,13.05,A,2025-07-05
5377,38,3,2,7,3,785,9.79,5.599,0.572,9.91,B,2025-07-08
5378,67,5,1,5,2,1818,7.41,9.325,1.258,12.18,B,2025-08-09
5379,208,14,4,8,3,2474,9.23,3.128,0.339,8.22,A,2025-10-18
5380,38,3,2,5,3,389,4.41,5.952,1.35,8.27,B,2025-10-15
5381,230,16,5,4,1,872,3.71,6.797,1.832,8.36,C,2025-09-29
5382,71,5,1,7,2,1918,5.79,2.414,0.417,17.11,B,2025-09-05
5383,378,26,3,7,3,352,10.24,6.767,0.661,12.57,A,2025-08-30
5384,212,14,4,5,2,1228,6.83,4.107,0.601,11.35,B,2025-07-07
5385,57,4,4,7,2,1760,0.91,5.164,5.675,10.03,C,2025-09-12
5386,275,19,5,7,1,1920,11.55,6.156,0.533,11.96,B,2025-10-26
5387,351,24,4,5,1,1975,6.68,4.751,0.711,15.5,B,2025-07-28
5388,42,3,2,3,3,1198,5.99,6.534,1.091,10.55,B,2025-08-09
5389,224,15,4,3,1,2474,8.89,3.336,0.375,12.48,A,2025-09-06
5390,191,13,5,8,2,2530,7.62,6.03,0.791,13.45,A,2025-08-23
5391,62,4,4,3,1,1293,9.96,5.879,0.59,8.95,C,2025-07-29
5392,48,4,4,7,2,1962,8.28,3.979,0.481,10.16,A,2025-08-10
5393,353,24,4,5,2,2739,6.25,2.157,0.345,9.66,A,2025-08-18
5394,19,2,4,4,1,633,4.05,4.066,1.004,11.81,A,2025-09-07
5395,119,8,4,1,2,2214,9.81,5.05,0.515,9.88,A,2025-09-23
5396,285,19,5,4,2,857,1.35,6.287,4.657,7.81,A,2025-07-02
5397,198,13,5,5,1,429,7.32,6.951,0.95,8.82,B,2025-09-01
5398,347,24,4,8,3,2867,4.81,7.888,1.64,16.17,A,2025-08-28
5399,174,12,3,5,2,1510,2.42,1.952,0.807,14.16,C,2025-09-27
5400,184,12,3,5,3,1082,7.73,2.78,0.36,6.94,B,2025-07-23
5401,256,17,3,2,3,2800,10.53,7.482,0.711,11.67,A,2025-08-22
5402,155,10,1,1,3,2876,0.72,1.252,1.739,11.58,A,2025-07-19
5403,74,5,1,6,3,1442,2.82,4.881,1.731,11.81,A,2025-09-17
5404,95,6,1,2,3,1248,10.64,4.596,0.432,17.03,C,2025-08-21
5405,395,27,1,3,1,109,8.5,6.014,0.708,9.87,A,2025-07-16
5406,309,21,1,2,3,1035,3.83,3.651,0.953,15.5,B,2025-08-17
5407,275,19,5,3,3,372,11.82,3.529,0.299,11.65,C,2025-08-20
5408,380,26,3,5,3,1017,11.86,12.627,1.065,14.1,B,2025-08-06
5409,1,1,4,4,1,1597,2.38,2.009,0.844,14.01,B,2025-09-10
5410,18,2,4,3,3,1581,4.2,3.917,0.933,13.31,A,2025-07-13
5411,317,22,1,2,2,191,4.76,8.293,1.742,9.96,A,2025-09-17
5412,276,19,5,5,1,395,2.94,3.736,1.271,12.63,C,2025-08-06
5413,436,30,2,2,2,2480,5.81,3.367,0.58,12.07,A,2025-07-24
5414,70,5,1,8,3,2299,11.4,6.445,0.565,12.91,C,2025-07-15
5415,131,9,2,8,3,2258,3.05,3.066,1.005,19.08,C,2025-09-11
5416,239,17,3,7,2,427,8.97,3.065,0.342,11.91,A,2025-08-30
5417,274,19,5,2,3,2043,0.97,2.093,2.158,12.94,A,2025-07-24
5418,406,28,2,5,1,312,5.33,11.616,2.179,14.08,A,2025-09-29
5419,278,19,5,8,3,297,1.91,5.115,2.678,13.52,A,2025-10-21
5420,158,10,1,7,1,1151,4.02,3.868,0.962,13.31,A,2025-09-17
