OperationID,FieldID,FarmID,RegionID,CropID,DateTimeID,OperationTypeID,InputMaterialID,Quantity,UnitCost,TotalCost,Operator,CreatedDate
4890,309,21,1,1,2688,5,5,38.84,47.82,1857.33,Team-7,2025-09-30
4891,60,4,4,5,121,2,,15.29,106.97,1635.57,Team-11,2025-07-08
4892,122,8,4,5,1044,3,6,16.09,121.55,1955.74,Team-1,2025-07-17
4893,324,22,1,8,15,3,1,13.45,54.95,739.08,Team-7,2025-10-27
4894,365,25,2,7,95,5,6,6.46,149.49,965.71,Team-4,2025-07-12
4895,340,23,4,2,2424,3,4,2.32,125.16,290.37,Team-4,2025-09-04
4896,111,8,4,1,1343,5,7,15.53,26.45,410.77,Team-16,2025-09-15
4897,176,12,3,8,2871,5,6,19.19,148.78,2855.09,Team-4,2025-10-04
4898,123,8,4,8,2200,1,,10.82,76.19,824.38,Team-1,2025-07-19
4899,432,30,2,3,2422,5,1,5.94,17.98,106.8,Team-14,2025-07-05
4900,301,20,1,6,1578,5,1,11.84,12.35,146.22,Team-19,2025-08-08
4901,358,25,2,1,929,2,,9.38,85.35,800.58,Team-16,2025-07-16
4902,84,6,1,8,523,2,,15.0,124.45,1866.75,Team-4,2025-10-13
4903,372,26,3,1,2857,2,,6.6,62.78,414.35,Team-15,2025-07-31
4904,129,9,2,4,473,4,3,8.79,42.48,373.4,Team-13,2025-09-23
4905,297,20,1,1,522,1,,7.35,28.18,207.12,Team-17,2025-09-21
4906,247,17,3,4,1474,4,6,7.57,61.92,468.73,Team-2,2025-08-05
4907,51,4,4,4,2573,2,,12.03,31.22,375.58,Team-9,2025-08-26
4908,191,13,5,6,522,1,,9.76,29.91,291.92,Team-3,2025-09-12
4909,117,8,4,5,756,2,,29.19,59.14,1726.3,Team-14,2025-09-26
4910,117,8,4,5,1908,5,2,5.23,138.07,722.11,Team-17,2025-07-02
4911,219,15,4,2,1551,3,5,10.53,74.22,781.54,Team-18,2025-09-25
4912,289,19,5,5,9,4,6,10.2,16.86,171.97,Team-9,2025-08-21
4913,441,30,2,1,2782,3,6,10.26,140.76,1444.2,Team-14,2025-09-21
4914,136,9,2,6,62,5,1,11.59,60.82,704.9,Team-12,2025-08-24
4915,132,9,2,7,768,4,5,11.18,76.24,852.36,Team-6,2025-10-05
4916,343,23,4,6,886,1,,21.66,128.32,2779.41,Team-12,2025-10-17
4917,283,19,5,7,15,3,1,14.97,44.59,667.51,Team-13,2025-10-11
4918,34,3,2,3,1743,5,4,12.51,141.4,1768.91,Team-2,2025-10-08
4919,245,17,3,2,2481,3,2,5.17,84.86,438.73,Team-18,2025-08-02
4920,423,29,1,6,97,1,,12.24,142.82,1748.12,Team-10,2025-09-25
4921,228,16,5,2,2127,3,2,8.89,96.38,856.82,Team-20,2025-07-21
4922,409,28,2,7,605,4,1,2.55,69.17,176.38,Team-6,2025-08-25
4923,11,1,4,5,1109,5,2,11.42,99.66,1138.12,Team-7,2025-08-14
4924,245,17,3,4,1941,4,2,5.17,111.4,575.94,Team-13,2025-10-14
4925,400,28,2,3,1541,3,7,18.41,101.3,1864.93,Team-4,2025-09-09
4926,426,29,1,5,905,3,5,9.15,45.26,414.13,Team-16,2025-09-14
4927,434,30,2,8,2439,5,1,5.19,117.36,609.1,Team-18,2025-07-05
4928,225,15,4,2,590,5,3,0.66,35.85,23.66,Team-6,2025-09-01
4929,272,19,5,1,1383,1,,10.3,98.26,1012.08,Team-10,2025-10-20
4930,368,26,3,3,180,1,,17.07,137.29,2343.54,Team-12,2025-09-22
4931,80,5,1,8,2275,5,2,7.57,113.83,861.69,Team-3,2025-09-14
4932,132,9,2,2,281,1,,12.94,117.07,1514.89,Team-10,2025-07-23
4933,415,28,2,2,1035,2,,23.65,119.54,2827.12,Team-10,2025-08-05
4934,276,19,5,4,275,5,7,9.55,63.86,609.86,Team-5,2025-07-12
4935,101,7,1,3,2530,5,6,16.31,138.24,2254.69,Team-3,2025-10-25
4936,277,19,5,5,370,2,,10.28,138.82,1427.07,Team-11,2025-08-17
4937,29,2,4,8,1348,3,3,25.52,148.23,3782.83,Team-2,2025-07-12
4938,326,22,1,1,846,1,,4.51,41.01,184.96,Team-7,2025-09-08
4939,282,19,5,5,2184,1,,7.48,56.33,421.35,Team-8,2025-09-05
4940,114,8,4,4,2390,4,2,13.93,114.91,1600.7,Team-12,2025-09-09
4941,442,30,2,8,1607,3,4,5.51,26.99,148.71,Team-7,2025-10-04
4942,59,4,4,6,1492,5,4,12.37,70.06,866.64,Team-16,2025-08-22
4943,340,23,4,6,1880,4,2,8.45,129.69,1095.88,Team-8,2025-09-26
4944,145,10,1,2,842,1,,18.39,120.91,2223.53,Team-17,2025-10-10
4945,355,25,2,5,1359,3,7,3.99,53.35,212.87,Team-17,2025-09-05
4946,337,23,4,8,1416,3,1,8.08,142.75,1153.42,Team-3,2025-10-14
4947,257,18,5,1,2459,2,,8.64,48.58,419.73,Team-15,2025-08-17
4948,200,13,5,3,479,3,4,16.81,120.47,2025.1,Team-13,2025-07-26
4949,201,13,5,1,268,4,5,9.62,44.01,423.38,Team-9,2025-07-17
4950,371,26,3,2,940,1,,9.31,141.27,1315.22,Team-10,2025-08-28
4951,440,30,2,5,736,5,7,6.95,116.47,809.47,Team-17,2025-07-25
4952,315,22,1,6,821,1,,5.41,60.1,325.14,Team-9,2025-10-21
4953,331,23,4,5,377,2,,7.4,25.85,191.29,Team-11,2025-09-03
4954,326,22,1,6,1364,2,,21.04,18.92,398.08,Team-20,2025-09-01
4955,369,26,3,7,2476,1,,5.93,25.39,150.56,Team-9,2025-10-27
4956,29,2,4,1,2237,1,,17.42,83.05,1446.73,Team-20,2025-08-30
4957,9,1,4,8,1431,4,2,10.52,131.94,1388.01,Team-13,2025-07-01
4958,335,23,4,3,2471,4,6,8.28,79.89,661.49,Team-18,2025-07-09
4959,267,18,5,5,58,5,2,23.57,56.05,1321.1,Team-4,2025-09-10
4960,416,29,1,5,1561,2,,15.96,148.63,2372.13,Team-17,2025-08-20
4961,187,12,3,5,1329,5,2,4.11,135.28,556.0,Team-4,2025-08-27
4962,294,20,1,2,1151,4,5,16.27,107.46,1748.37,Team-19,2025-07-29
4963,78,5,1,4,279,1,,14.62,76.44,1117.55,Team-6,2025-10-02
4964,417,29,1,3,2089,3,2,15.55,35.64,554.2,Team-11,2025-07-12
4965,281,19,5,3,1476,3,1,20.76,61.99,1286.91,Team-15,2025-09-17
4966,94,6,1,2,940,1,,7.56,54.71,413.61,Team-4,2025-08-08
4967,307,21,1,7,381,3,1,11.54,90.67,1046.33,Team-5,2025-07-14
4968,170,11,2,7,2026,3,5,5.82,147.04,855.77,Team-4,2025-07-08
4969,30,2,4,4,1102,3,7,9.23,47.45,437.96,Team-19,2025-10-16
4970,334,23,4,7,1132,1,,5.73,145.3,832.57,Team-6,2025-10-08
4971,313,21,1,7,1148,2,,19.51,94.35,1840.77,Team-8,2025-07-13
4972,186,12,3,6,998,5,2,10.85,62.94,682.9,Team-6,2025-10-20
4973,96,6,1,1,1599,2,,19.96,137.77,2749.89,Team-8,2025-10-09
4974,148,10,1,8,708,1,,14.74,69.42,1023.25,Team-2,2025-08-26
4975,44,3,2,4,1226,2,,3.62,59.21,214.34,Team-20,2025-08-04
4976,70,5,1,3,2265,2,,8.55,135.7,1160.23,Team-8,2025-08-09
4977,285,19,5,8,2156,4,1,14.23,55.47,789.34,Team-14,2025-09-19
4978,345,23,4,3,1160,2,,10.27,130.33,1338.49,Team-8,2025-08-22
4979,309,21,1,5,1083,2,,10.53,66.07,695.72,Team-6,2025-10-04
4980,95,6,1,3,181,5,6,16.2,10.32,167.18,Team-6,2025-08-20
4981,407,28,2,4,2459,3,3,6.45,89.21,575.4,Team-6,2025-07-18
4982,33,3,2,4,1895,4,6,3.45,33.31,114.92,Team-6,2025-08-15
4983,82,6,1,1,607,1,,4.44,40.22,178.58,Team-10,2025-08-06
4984,251,17,3,5,2223,5,7,15.18,56.63,859.64,Team-15,2025-07-09
4985,367,26,3,6,1282,3,3,2.61,61.1,159.47,Team-19,2025-08-27
4986,232,16,5,2,2585,5,2,5.43,34.31,186.3,Team-17,2025-08-14
4987,116,8,4,2,2062,4,7,39.09,25.4,992.89,Team-1,2025-10-05
4988,356,25,2,6,812,2,,5.41,105.62,571.4,Team-2,2025-10-02
4989,181,12,3,3,591,4,6,15.74,30.68,482.9,Team-16,2025-10-16
4990,251,17,3,3,1947,3,1,13.3,17.25,229.42,Team-1,2025-08-27
4991,401,28,2,7,758,3,5,5.54,60.79,336.78,Team-8,2025-08-22
4992,94,6,1,8,402,1,,7.21,131.44,947.68,Team-14,2025-07-16
4993,143,10,1,6,272,5,4,11.98,72.8,872.14,Team-17,2025-08-31
4994,196,13,5,7,2849,3,5,7.32,136.12,996.4,Team-18,2025-09-14
4995,29,2,4,2,2633,2,,9.07,133.94,1214.84,Team-18,2025-08-12
4996,318,22,1,1,624,3,4,19.05,140.3,2672.72,Team-13,2025-10-28
4997,358,25,2,8,1737,3,6,11.44,54.46,623.02,Team-7,2025-07-13
4998,314,21,1,2,1466,2,,5.14,13.27,68.21,Team-13,2025-09-13
4999,338,23,4,8,2179,4,4,3.79,48.51,183.85,Team-19,2025-09-03
5000,237,16,5,7,1428,2,,6.11,58.47,357.25,Team-4,2025-09-13
5001,274,19,5,7,2330,1,,7.94,26.1,207.23,Team-18,2025-09-22
5002,57,4,4,6,974,3,7,10.65,64.06,682.24,Team-19,2025-07-15
5003,434,30,2,5,2680,4,7,7.24,34.23,247.83,Team-13,2025-10-22
5004,262,18,5,1,357,1,,29.06,69.17,2010.08,Team-16,2025-08-16
5005,306,21,1,4,54,1,,2.11,42.93,90.58,Team-2,2025-07-12
5006,323,22,1,3,1446,5,1,5.07,21.79,110.48,Team-4,2025-07-11
5007,80,5,1,7,2092,3,3,4.75,114.01,541.55,Team-15,2025-08-13
5008,408,28,2,7,2104,3,6,20.14,96.95,1952.57,Team-7,2025-08-04
5009,263,18,5,3,417,5,1,8.43,80.43,678.02,Team-16,2025-07-17
5010,150,10,1,7,2358,4,6,5.47,127.34,696.55,Team-15,2025-10-21
5011,391,27,1,4,263,3,6,8.54,143.62,1226.51,Team-10,2025-07-24
5012,195,13,5,2,1708,1,,7.29,119.83,873.56,Team-12,2025-10-05
5013,379,26,3,3,2106,1,,13.35,105.56,1409.23,Team-3,2025-07-20
5014,309,21,1,8,1223,3,3,5.53,34.82,192.55,Team-6,2025-10-22
5015,306,21,1,6,1549,5,2,19.28,35.62,686.75,Team-11,2025-10-12
5016,16,2,4,3,2007,1,,19.64,77.19,1516.01,Team-9,2025-10-25
5017,245,17,3,4,1598,4,7,23.91,46.21,1104.88,Team-18,2025-08-12
5018,129,9,2,1,1299,4,5,7.34,58.58,429.98,Team-3,2025-07-01
5019,346,23,4,6,708,3,1,8.63,128.65,1110.25,Team-14,2025-10-21
5020,216,15,4,2,1172,5,6,11.02,144.05,1587.43,Team-4,2025-07-05
5021,205,14,4,7,2161,4,2,5.89,55.02,324.07,Team-19,2025-08-19
5022,351,24,4,7,1114,4,1,12.42,94.4,1172.45,Team-20,2025-10-08
5023,163,11,2,5,911,5,6,11.15,54.59,608.68,Team-4,2025-07-17
5024,425,29,1,5,2483,4,6,8.65,10.16,87.88,Team-1,2025-07-06
5025,434,30,2,8,419,4,2,13.33,118.8,1583.6,Team-14,2025-08-05
5026,362,25,2,6,2037,4,5,9.02,142.63,1286.52,Team-11,2025-07-13
5027,203,13,5,2,1568,2,,8.73,107.3,936.73,Team-13,2025-08-20
5028,131,9,2,4,538,2,,13.28,146.97,1951.76,Team-3,2025-10-22
5029,108,7,1,7,1949,1,,7.96,40.38,321.42,Team-18,2025-07-13
5030,297,20,1,4,2172,3,7,7.37,58.61,431.96,Team-16,2025-09-06
5031,138,9,2,5,2136,3,6,6.58,142.2,935.68,Team-17,2025-09-19
5032,91,6,1,2,152,5,3,4.95,44.93,222.4,Team-19,2025-08-23
5033,137,9,2,1,2647,4,7,10.76,125.65,1351.99,Team-13,2025-08-02
5034,436,30,2,6,2597,1,,16.95,80.65,1367.02,Team-19,2025-10-09
5035,270,18,5,3,2599,5,1,12.72,142.8,1816.42,Team-8,2025-08-03
5036,396,27,1,6,2425,2,,10.02,103.55,1037.57,Team-5,2025-09-19
5037,164,11,2,8,2388,2,,10.94,82.89,906.82,Team-18,2025-08-18
5038,98,7,1,2,364,4,4,3.65,147.32,537.72,Team-3,2025-09-21
5039,425,29,1,5,1052,3,7,8.6,83.84,721.02,Team-20,2025-10-20
5040,96,6,1,8,333,4,7,11.69,98.85,1155.56,Team-8,2025-10-25
5041,430,30,2,3,1313,5,6,11.62,121.34,1409.97,Team-10,2025-09-14
5042,227,16,5,2,2657,1,,5.41,121.47,657.15,Team-6,2025-08-14
5043,351,24,4,8,1591,2,,16.85,143.01,2409.72,Team-3,2025-09-26
5044,52,4,4,6,2375,1,,3.8,149.46,567.95,Team-17,2025-09-04
5045,328,23,4,5,1036,3,4,10.32,28.71,296.29,Team-8,2025-10-09
5046,288,19,5,7,204,1,,9.71,129.14,1253.95,Team-3,2025-07-27
5047,240,17,3,6,799,1,,4.11,131.75,541.49,Team-4,2025-09-05
5048,29,2,4,2,1130,5,1,5.37,86.74,465.79,Team-16,2025-09-16
5049,100,7,1,5,1033,1,,8.45,106.37,898.83,Team-15,2025-07-27
5050,198,13,5,1,390,2,,3.56,123.26,438.81,Team-9,2025-08-29
5051,36,3,2,6,970,2,,17.23,104.37,1798.3,Team-16,2025-07-28
5052,323,22,1,5,626,5,4,9.16,58.12,532.38,Team-14,2025-09-02
5053,224,15,4,5,1851,1,,8.24,24.41,201.14,Team-3,2025-08-09
5054,52,4,4,3,1177,1,,6.42,22.13,142.07,Team-13,2025-07-08
5055,338,23,4,3,426,2,,23.1,91.74,2119.19,Team-14,2025-10-27
5056,179,12,3,5,1367,4,7,19.38,99.12,1920.95,Team-6,2025-09-25
5057,138,9,2,7,2292,5,1,17.73,142.45,2525.64,Team-11,2025-07-26
5058,292,20,1,5,1872,1,,4.79,77.56,371.51,Team-4,2025-07-27
5059,363,25,2,3,320,3,2,14.33,84.57,1211.89,Team-4,2025-09-12
5060,55,4,4,4,1589,1,,9.83,39.35,386.81,Team-8,2025-07-03
5061,131,9,2,6,2309,1,,18.27,90.94,1661.47,Team-8,2025-10-10
5062,325,22,1,2,831,1,,43.34,144.03,6242.26,Team-8,2025-07-27
5063,319,22,1,1,2373,1,,15.72,52.61,827.03,Team-13,2025-08-04
5064,16,2,4,2,2687,3,5,31.44,119.09,3744.19,Team-13,2025-08-21
5065,441,30,2,2,1802,5,5,26.84,15.13,406.09,Team-20,2025-07-31
5066,151,10,1,6,68,2,,30.11,10.0,301.1,Team-20,2025-08-17
5067,69,5,1,3,764,4,1,10.3,73.31,755.09,Team-3,2025-08-13
5068,380,26,3,3,6,1,,11.13,126.05,1402.94,Team-9,2025-08-28
5069,379,26,3,6,1288,4,3,5.92,82.89,490.71,Team-8,2025-08-12
5070,174,12,3,2,435,4,1,6.77,64.28,435.18,Team-13,2025-10-07
5071,276,19,5,1,595,1,,9.92,63.63,631.21,Team-14,2025-10-27
5072,208,14,4,1,2840,1,,19.89,17.9,356.03,Team-20,2025-09-01
5073,312,21,1,8,514,3,3,9.78,53.83,526.46,Team-8,2025-08-28
5074,346,23,4,1,2766,2,,3.8,10.23,38.87,Team-10,2025-10-28
5075,68,5,1,6,1223,3,2,8.6,69.87,600.88,Team-15,2025-10-06
5076,414,28,2,2,2566,4,5,7.54,61.54,464.01,Team-3,2025-07-23
5077,186,12,3,4,757,2,,27.79,67.77,1883.33,Team-5,2025-10-24
5078,86,6,1,2,103,4,7,14.63,59.74,874.0,Team-16,2025-07-20
5079,421,29,1,8,1248,5,3,3.22,39.92,128.54,Team-16,2025-07-27
5080,77,5,1,7,1357,2,,16.01,60.06,961.56,Team-13,2025-09-06
5081,298,20,1,2,1174,2,,8.72,21.77,189.83,Team-14,2025-07-26
5082,140,9,2,8,2618,2,,7.24,149.53,1082.6,Team-1,2025-08-21
5083,297,20,1,7,947,4,7,3.14,58.93,185.04,Team-20,2025-09-14
5084,91,6,1,2,150,4,7,4.51,15.1,68.1,Team-13,2025-08-18
5085,294,20,1,7,1193,4,7,30.26,70.06,2120.02,Team-20,2025-08-02
5086,309,21,1,4,608,3,4,3.88,60.95,236.49,Team-1,2025-09-09
5087,48,4,4,5,227,4,6,5.36,114.32,612.76,Team-17,2025-07-31
5088,91,6,1,8,791,5,4,5.58,44.23,246.8,Team-5,2025-09-24
5089,239,17,3,5,2876,5,5,12.56,125.5,1576.28,Team-14,2025-09-29
5090,115,8,4,7,750,1,,14.16,69.06,977.89,Team-2,2025-07-20
5091,211,14,4,7,1813,1,,12.07,118.56,1431.02,Team-5,2025-07-02
5092,307,21,1,4,994,2,,7.73,16.21,125.3,Team-3,2025-10-02
5093,166,11,2,5,1744,4,3,20.3,53.65,1089.1,Team-4,2025-10-11
5094,416,29,1,2,617,4,1,6.93,92.6,641.72,Team-7,2025-08-02
5095,377,26,3,5,502,1,,8.14,14.24,115.91,Team-17,2025-09-05
5096,286,19,5,5,2143,3,1,8.66,143.93,1246.43,Team-6,2025-07-26
5097,137,9,2,6,175,3,1,13.53,40.3,545.26,Team-17,2025-08-22
5098,109,7,1,3,1293,3,1,19.7,88.94,1752.12,Team-11,2025-08-11
5099,256,17,3,7,1058,1,,13.61,100.79,1371.75,Team-4,2025-08-21
5100,273,19,5,1,698,3,1,17.92,125.78,2253.98,Team-6,2025-09-14
5101,221,15,4,7,2578,2,,14.79,99.49,1471.46,Team-13,2025-10-18
5102,238,16,5,1,1193,1,,14.05,113.0,1587.65,Team-17,2025-07-02
5103,210,14,4,1,944,2,,11.67,96.97,1131.64,Team-7,2025-09-01
5104,58,4,4,3,103,3,5,21.75,117.79,2561.93,Team-1,2025-07-24
5105,212,14,4,1,1273,3,7,0.78,78.01,60.85,Team-20,2025-07-27
5106,72,5,1,3,1353,1,,20.84,139.09,2898.64,Team-15,2025-08-14
5107,15,1,4,6,2249,2,,14.21,141.83,2015.4,Team-7,2025-10-05
5108,11,1,4,8,2412,1,,8.33,124.15,1034.17,Team-18,2025-10-18
5109,239,17,3,4,2097,4,5,8.43,119.68,1008.9,Team-4,2025-08-22
5110,314,21,1,1,962,5,3,2.25,53.32,119.97,Team-18,2025-09-21
5111,299,20,1,7,2619,1,,8.21,51.68,424.29,Team-19,2025-09-19
5112,426,29,1,6,426,3,7,5.15,92.64,477.1,Team-2,2025-08-12
5113,96,6,1,6,1763,1,,12.31,129.4,1592.91,Team-3,2025-08-09
5114,127,9,2,3,66,3,4,5.18,80.18,415.33,Team-15,2025-07-10
5115,292,20,1,1,101,1,,6.4,133.0,851.2,Team-4,2025-08-19
5116,331,23,4,3,281,4,3,8.85,64.7,572.6,Team-20,2025-09-30
5117,291,20,1,2,2298,5,3,11.68,123.44,1441.78,Team-13,2025-10-02
5118,48,4,4,4,1510,1,,3.96,145.91,577.8,Team-13,2025-09-02
5119,202,13,5,8,2250,4,5,9.51,131.68,1252.28,Team-19,2025-08-16
5120,249,17,3,5,1826,4,1,11.71,53.4,625.31,Team-10,2025-08-28
5121,84,6,1,8,1351,2,,13.51,62.58,845.46,Team-13,2025-08-04
5122,255,17,3,3,414,4,5,8.74,47.16,412.18,Team-18,2025-09-19
5123,183,12,3,1,2839,4,5,9.32,136.03,1267.8,Team-8,2025-10-26
5124,260,18,5,1,2180,3,2,5.95,127.89,760.95,Team-6,2025-09-12
5125,374,26,3,1,244,2,,4.02,48.17,193.64,Team-8,2025-08-29
5126,179,12,3,7,2602,2,,10.9,89.42,974.68,Team-4,2025-10-06
5127,374,26,3,8,1190,4,7,7.72,93.83,724.37,Team-2,2025-07-01
5128,163,11,2,6,1387,4,1,7.58,96.58,732.08,Team-18,2025-08-30
5129,237,16,5,6,367,5,6,8.0,61.24,489.92,Team-4,2025-08-23
5130,341,23,4,2,2730,2,,2.85,13.12,37.39,Team-6,2025-08-26
5131,236,16,5,4,1877,4,6,11.37,88.84,1010.11,Team-5,2025-07-26
5132,79,5,1,5,768,3,6,12.09,105.09,1270.54,Team-3,2025-07-15
5133,411,28,2,5,2381,3,7,14.16,40.39,571.92,Team-7,2025-10-22
5134,383,26,3,8,2847,1,,9.28,31.94,296.4,Team-20,2025-07-28
5135,77,5,1,6,1083,2,,14.73,40.01,589.35,Team-9,2025-07-11
5136,95,6,1,6,512,5,5,16.32,146.59,2392.35,Team-14,2025-09-20
5137,345,23,4,2,1979,4,1,6.03,80.2,483.61,Team-11,2025-09-07
5138,340,23,4,2,467,2,,10.78,121.42,1308.91,Team-14,2025-07-04
5139,154,10,1,4,737,2,,18.31,25.56,468.0,Team-4,2025-08-28
5140,134,9,2,8,802,5,7,4.97,64.6,321.06,Team-5,2025-07-19
5141,383,26,3,1,2588,4,2,10.36,45.82,474.7,Team-3,2025-09-28
5142,340,23,4,2,1841,5,3,12.45,129.62,1613.77,Team-12,2025-10-04
5143,319,22,1,4,998,4,2,11.26,44.27,498.48,Team-10,2025-10-17
5144,423,29,1,7,1510,5,2,26.92,112.49,3028.23,Team-8,2025-07-24
5145,179,12,3,4,186,5,5,13.79,67.66,933.03,Team-16,2025-08-26
5146,267,18,5,6,28,1,,13.01,71.95,936.07,Team-9,2025-10-17
5147,147,10,1,3,917,1,,10.36,69.9,724.16,Team-5,2025-09-19
5148,363,25,2,8,2164,2,,10.71,88.3,945.69,Team-6,2025-10-23
5149,191,13,5,5,703,2,,11.8,49.29,581.62,Team-15,2025-10-09
5150,405,28,2,2,2099,2,,12.36,12.97,160.31,Team-9,2025-09-13
5151,434,30,2,5,1326,5,7,7.57,73.34,555.18,Team-1,2025-07-22
5152,209,14,4,1,122,4,4,15.19,124.5,1891.16,Team-16,2025-07-19
5153,15,1,4,5,1060,2,,7.55,78.08,589.5,Team-7,2025-07-08
5154,213,15,4,3,2534,4,1,5.09,70.48,358.74,Team-16,2025-08-28
5155,188,13,5,5,537,4,5,4.11,74.27,305.25,Team-14,2025-10-04
5156,105,7,1,7,1105,4,6,4.7,102.26,480.62,Team-15,2025-08-16
5157,211,14,4,8,2529,5,2,15.23,83.19,1266.98,Team-1,2025-10-27
5158,304,20,1,5,2537,3,6,12.3,124.23,1528.03,Team-14,2025-10-07
5159,400,28,2,7,1864,2,,5.03,140.55,706.97,Team-11,2025-07-14
5160,328,23,4,8,2588,5,4,2.58,106.53,274.85,Team-16,2025-07-02
5161,261,18,5,4,1563,1,,10.0,145.55,1455.5,Team-11,2025-10-18
5162,160,11,2,6,290,2,,10.78,47.94,516.79,Team-15,2025-09-11
5163,5,1,4,2,1679,5,1,10.07,26.85,270.38,Team-6,2025-09-07
5164,165,11,2,8,1711,5,7,11.01,74.4,819.14,Team-11,2025-08-17
5165,290,19,5,6,373,5,3,8.68,20.57,178.55,Team-12,2025-10-17
5166,240,17,3,1,1146,4,1,11.97,39.73,475.57,Team-20,2025-10-22
5167,145,10,1,1,60,5,6,15.83,140.71,2227.44,Team-8,2025-09-11
5168,78,5,1,6,1012,1,,15.2,41.61,632.47,Team-4,2025-07-05
5169,373,26,3,8,1535,1,,6.21,25.33,157.3,Team-4,2025-09-27
5170,342,23,4,6,1799,3,6,13.85,119.15,1650.23,Team-2,2025-10-19
5171,66,4,4,8,2409,5,1,9.02,16.51,148.92,Team-14,2025-08-02
5172,137,9,2,6,1110,2,,8.63,59.84,516.42,Team-13,2025-07-22
5173,289,19,5,1,218,4,3,14.25,76.52,1090.41,Team-14,2025-10-21
5174,397,28,2,7,46,2,,7.42,67.92,503.97,Team-7,2025-09-27
5175,104,7,1,4,2418,3,5,15.63,33.16,518.29,Team-15,2025-07-17
5176,189,13,5,2,120,5,5,16.47,109.99,1811.54,Team-1,2025-09-05
5177,15,1,4,5,1229,3,5,8.06,99.59,802.7,Team-8,2025-10-19
5178,264,18,5,3,1733,5,3,8.26,146.77,1212.32,Team-9,2025-10-25
5179,236,16,5,5,753,1,,13.33,110.08,1467.37,Team-4,2025-07-18
5180,292,20,1,4,972,4,3,4.5,72.31,325.4,Team-1,2025-10-16
5181,83,6,1,6,1642,1,,19.8,75.42,1493.32,Team-15,2025-08-08
5182,223,15,4,2,2827,2,,16.84,13.4,225.66,Team-7,2025-09-29
5183,437,30,2,8,989,1,,16.63,126.78,2108.35,Team-8,2025-10-11
5184,108,7,1,7,2435,3,5,24.89,114.9,2859.86,Team-3,2025-09-19
5185,12,1,4,6,2839,5,4,6.26,27.02,169.15,Team-16,2025-07-27
5186,163,11,2,2,1330,5,7,21.89,121.48,2659.2,Team-15,2025-08-29
5187,19,2,4,5,491,1,,8.5,123.45,1049.32,Team-15,2025-10-23
5188,271,18,5,6,578,1,,7.79,125.85,980.37,Team-5,2025-07-27
5189,393,27,1,2,2453,2,,5.59,107.23,599.42,Team-13,2025-10-02
5190,373,26,3,2,576,4,2,6.8,114.47,778.4,Team-4,2025-10-10
5191,95,6,1,6,2803,1,,26.43,12.25,323.77,Team-7,2025-08-21
5192,270,18,5,1,1580,4,7,18.73,32.81,614.53,Team-14,2025-07-22
5193,37,3,2,2,2457,3,5,11.44,19.69,225.25,Team-11,2025-09-08
5194,212,14,4,2,947,1,,8.42,18.77,158.04,Team-6,2025-10-24
5195,337,23,4,4,2382,2,,7.6,140.87,1070.61,Team-16,2025-08-28
5196,346,23,4,1,2676,3,6,25.5,79.34,2023.17,Team-8,2025-08-29
5197,163,11,2,4,2298,4,7,4.39,55.91,245.44,Team-19,2025-07-05
5198,37,3,2,4,1423,1,,11.59,86.14,998.36,Team-9,2025-08-31
5199,75,5,1,3,393,2,,6.77,141.5,957.96,Team-7,2025-08-26
5200,268,18,5,7,1007,3,2,18.53,22.27,412.66,Team-2,2025-07-13
5201,243,17,3,4,710,4,5,16.65,40.43,673.16,Team-3,2025-09-16
5202,311,21,1,5,936,5,3,22.68,15.3,347.0,Team-14,2025-09-20
5203,60,4,4,8,392,2,,24.36,65.43,1593.87,Team-13,2025-09-24
5204,376,26,3,7,1852,5,7,21.62,114.38,2472.9,Team-8,2025-10-27
5205,441,30,2,3,385,3,7,19.93,54.34,1083.0,Team-1,2025-08-01
5206,379,26,3,6,1522,1,,1.95,124.45,242.68,Team-6,2025-08-30
5207,324,22,1,6,368,3,4,17.03,133.88,2279.98,Team-14,2025-10-24
5208,18,2,4,2,2434,5,7,6.83,56.94,388.9,Team-7,2025-08-11
5209,390,27,1,2,1247,5,3,13.13,100.1,1314.31,Team-17,2025-10-04
5210,240,17,3,1,1913,1,,3.38,119.9,405.26,Team-1,2025-09-23
5211,5,1,4,1,711,3,2,5.82,65.17,379.29,Team-15,2025-07-26
5212,397,28,2,5,551,4,7,3.53,106.97,377.6,Team-4,2025-10-26
5213,399,28,2,6,1821,2,,16.47,14.27,235.03,Team-7,2025-07-17
5214,414,28,2,5,1505,5,6,7.91,25.83,204.32,Team-2,2025-07-10
5215,426,29,1,5,1327,4,4,10.76,93.02,1000.9,Team-8,2025-07-05
5216,190,13,5,4,2775,1,,4.01,105.22,421.93,Team-20,2025-07-02
5217,164,11,2,2,2376,1,,2.36,116.54,275.03,Team-10,2025-10-04
5218,316,22,1,6,2495,3,7,10.49,121.77,1277.37,Team-5,2025-08-04
5219,344,23,4,2,2351,4,6,26.44,145.01,3834.06,Team-1,2025-07-16
5220,371,26,3,3,1776,1,,4.84,104.67,506.6,Team-19,2025-08-07
5221,235,16,5,2,1286,2,,11.31,99.99,1130.89,Team-15,2025-09-27
5222,438,30,2,3,2479,4,3,10.24,93.29,955.29,Team-13,2025-07-08
5223,235,16,5,7,1731,5,6,5.8,50.94,295.45,Team-4,2025-08-29
