IrrigationEventID,FieldID,FarmID,RegionID,IrrigationMethodID,DateTimeID,VolumeM3,DurationMinutes,EnergyKWh,SourceType,CreatedDate
2537,235,16,5,2,1940,90.71,193,17.6,Borewell,2025-10-19
2538,216,15,4,4,1758,172.17,23,35.48,Borewell,2025-07-30
2539,244,17,3,3,2391,54.0,39,5.69,Canal,2025-07-05
2540,152,10,1,1,1118,75.29,164,6.74,Canal,2025-09-21
2541,382,26,3,2,2279,95.03,205,2.24,Borewell,2025-10-08
2542,152,10,1,3,1052,75.52,137,6.57,Reservoir,2025-10-02
2543,141,9,2,3,1678,94.63,161,8.1,Canal,2025-10-05
2544,178,12,3,4,1285,138.09,119,1.6,Canal,2025-10-07
2545,340,23,4,3,1879,119.59,185,14.85,Borewell,2025-09-06
2546,113,8,4,1,2577,32.33,69,20.43,Borewell,2025-09-19
2547,345,23,4,4,142,102.93,98,10.4,Canal,2025-09-17
2548,355,25,2,1,1604,67.64,39,4.29,Canal,2025-09-15
2549,438,30,2,2,1409,154.6,81,31.19,Reservoir,2025-08-13
2550,102,7,1,4,2481,72.54,37,4.56,Canal,2025-09-03
2551,247,17,3,1,1251,15.61,31,21.78,Canal,2025-07-16
2552,148,10,1,3,1510,78.79,74,17.7,Borewell,2025-07-10
2553,275,19,5,3,642,72.73,238,8.17,Reservoir,2025-08-14
2554,338,23,4,2,2729,86.44,103,35.72,Borewell,2025-07-23
2555,40,3,2,2,1279,107.85,123,6.21,Canal,2025-09-18
2556,42,3,2,1,2839,173.52,73,34.42,Borewell,2025-07-12
2557,213,15,4,2,1643,45.68,36,32.04,Borewell,2025-07-23
2558,321,22,1,4,2430,69.04,16,23.56,Canal,2025-08-06
2559,26,2,4,2,1032,219.91,190,10.77,Canal,2025-09-03
2560,18,2,4,2,542,54.16,221,0.98,Reservoir,2025-10-10
2561,177,12,3,2,1962,108.39,148,27.81,Canal,2025-10-24
2562,364,25,2,1,1878,92.68,63,23.85,Canal,2025-08-17
2563,97,6,1,3,2357,48.82,156,27.16,Canal,2025-10-23
2564,358,25,2,2,2610,90.17,218,4.26,Borewell,2025-09-07
2565,319,22,1,2,2452,60.22,237,16.32,Borewell,2025-09-28
2566,381,26,3,4,1700,17.6,63,1.12,Reservoir,2025-10-13
2567,225,15,4,2,1642,105.56,222,12.45,Canal,2025-10-23
2568,417,29,1,4,1647,16.46,51,18.18,Canal,2025-09-20
2569,46,3,2,3,560,88.15,100,12.87,Borewell,2025-10-22
2570,281,19,5,2,673,58.91,230,18.6,Reservoir,2025-10-23
2571,29,2,4,4,899,49.24,163,38.34,Borewell,2025-08-28
2572,258,18,5,3,1318,52.25,46,41.76,Canal,2025-07-31
2573,291,20,1,4,536,115.6,220,9.14,Borewell,2025-08-03
2574,58,4,4,1,840,14.03,117,12.69,Canal,2025-07-11
2575,178,12,3,3,2196,223.1,41,22.83,Reservoir,2025-08-05
2576,369,26,3,2,702,85.72,192,29.35,Borewell,2025-09-05
2577,48,4,4,1,955,149.55,151,1.63,Borewell,2025-08-20
2578,268,18,5,1,1804,85.87,165,6.36,Canal,2025-10-26
2579,173,12,3,2,582,113.23,56,11.93,Canal,2025-10-23
2580,104,7,1,3,478,215.11,117,1.54,Borewell,2025-07-19
2581,430,30,2,2,2074,139.97,196,0.18,Borewell,2025-09-22
2582,54,4,4,2,1166,116.31,98,19.26,Reservoir,2025-08-09
2583,168,11,2,3,1411,74.43,88,22.84,Borewell,2025-08-27
2584,278,19,5,1,1949,54.03,129,4.25,Canal,2025-09-06
2585,310,21,1,1,1831,19.23,216,19.21,Canal,2025-09-08
2586,156,10,1,2,1663,94.53,175,9.53,Borewell,2025-08-29
2587,383,26,3,1,570,92.86,234,6.5,Borewell,2025-10-14
2588,240,17,3,3,646,59.95,219,4.37,Canal,2025-10-13
2589,29,2,4,3,788,46.81,62,37.59,Borewell,2025-09-22
2590,170,11,2,3,1448,120.16,33,20.25,Borewell,2025-08-07
2591,416,29,1,4,37,97.76,214,14.07,Borewell,2025-09-28
2592,132,9,2,2,617,87.29,34,12.29,Canal,2025-09-25
2593,244,17,3,4,1576,20.98,170,24.91,Borewell,2025-08-26
2594,18,2,4,3,2352,72.8,171,3.31,Canal,2025-10-07
2595,206,14,4,3,391,104.23,19,36.6,Canal,2025-08-10
2596,160,11,2,2,543,100.31,103,36.67,Canal,2025-09-18
2597,177,12,3,3,1459,60.12,59,12.04,Borewell,2025-08-23
2598,306,21,1,3,2371,67.12,221,13.14,Borewell,2025-07-28
2599,136,9,2,2,667,105.36,85,3.43,Borewell,2025-09-10
2600,403,28,2,3,833,71.36,49,41.32,Borewell,2025-09-13
2601,343,23,4,2,1552,91.86,145,19.73,Borewell,2025-09-18
2602,364,25,2,3,1534,31.12,57,10.48,Borewell,2025-08-25
2603,418,29,1,1,1782,102.39,64,28.2,Borewell,2025-08-10
2604,401,28,2,3,742,66.52,168,7.59,Borewell,2025-08-19
2605,413,28,2,2,653,37.77,187,10.95,Canal,2025-07-05
2606,428,29,1,1,2040,57.81,208,3.21,Borewell,2025-07-18
2607,139,9,2,2,2353,47.12,140,16.65,Canal,2025-10-20
2608,33,3,2,4,2769,43.73,19,22.73,Borewell,2025-10-28
2609,271,18,5,3,2268,135.39,209,29.95,Canal,2025-07-25
2610,35,3,2,3,727,23.68,81,56.86,Borewell,2025-09-22
2611,127,9,2,1,1006,55.64,83,21.94,Canal,2025-10-07
2612,79,5,1,1,1583,48.96,74,19.98,Borewell,2025-07-14
2613,371,26,3,2,1687,56.92,216,0.99,Borewell,2025-07-10
2614,114,8,4,2,982,126.27,71,5.58,Canal,2025-10-20
2615,169,11,2,3,188,150.69,25,10.85,Borewell,2025-08-24
2616,40,3,2,4,998,51.5,152,1.35,Canal,2025-09-02
2617,342,23,4,2,2262,131.21,185,5.0,Canal,2025-08-22
2618,396,27,1,2,904,41.16,100,11.55,Borewell,2025-07-05
2619,238,16,5,3,567,57.42,163,4.48,Canal,2025-10-09
2620,351,24,4,2,1447,75.7,184,8.33,Borewell,2025-10-14
2621,313,21,1,3,774,65.41,75,30.88,Borewell,2025-09-01
2622,258,18,5,3,43,35.52,188,2.34,Canal,2025-08-31
2623,76,5,1,2,195,130.51,140,1.7,Borewell,2025-07-01
2624,144,10,1,1,1090,51.47,24,7.32,Borewell,2025-07-17
2625,66,4,4,2,1639,89.61,143,13.45,Borewell,2025-07-11
2626,402,28,2,2,2622,22.56,157,17.44,Borewell,2025-10-18
2627,185,12,3,3,1759,77.56,148,43.73,Canal,2025-07-27
2628,25,2,4,4,1291,38.7,96,4.24,Borewell,2025-07-10
2629,182,12,3,3,660,85.59,87,30.62,Reservoir,2025-07-22
2630,307,21,1,1,1739,109.73,68,15.04,Borewell,2025-10-23
2631,42,3,2,4,2257,91.04,90,1.35,Borewell,2025-08-04
2632,68,5,1,2,115,92.33,147,8.32,Borewell,2025-10-18
2633,139,9,2,2,1273,46.83,150,12.25,Reservoir,2025-10-01
2634,356,25,2,1,2611,39.71,15,26.08,Borewell,2025-10-14
2635,236,16,5,4,2790,103.1,195,13.96,Borewell,2025-07-16
2636,92,6,1,2,1723,113.25,91,7.34,Borewell,2025-07-18
2637,248,17,3,3,1118,152.02,145,6.77,Canal,2025-09-23
2638,17,2,4,1,2334,179.42,211,12.22,Canal,2025-07-04
2639,349,24,4,1,2468,69.25,133,57.92,Borewell,2025-09-08
2640,203,13,5,4,1025,137.11,166,27.66,Borewell,2025-07-21
2641,175,12,3,4,1428,59.57,191,2.63,Canal,2025-09-07
2642,323,22,1,2,2400,22.62,184,9.11,Reservoir,2025-08-29
2643,110,7,1,2,1807,36.56,43,21.47,Canal,2025-10-18
2644,56,4,4,2,1916,107.69,185,14.62,Borewell,2025-08-24
2645,367,26,3,3,522,99.25,89,10.87,Canal,2025-10-03
2646,193,13,5,3,2121,46.65,153,6.12,Canal,2025-10-22
2647,347,24,4,1,273,74.63,215,30.06,Canal,2025-10-18
2648,134,9,2,3,1692,131.77,115,42.08,Borewell,2025-09-01
2649,251,17,3,3,1966,79.01,95,19.94,Canal,2025-08-27
2650,46,3,2,3,2532,57.71,196,8.63,Canal,2025-08-09
2651,290,19,5,1,2515,103.95,179,12.14,Canal,2025-07-10
2652,285,19,5,4,1017,37.3,52,5.58,Canal,2025-09-23
2653,148,10,1,4,1749,205.7,93,35.63,Borewell,2025-08-14
2654,120,8,4,1,866,87.29,48,8.08,Canal,2025-07-23
2655,194,13,5,2,894,44.38,232,29.77,Borewell,2025-08-04
2656,301,20,1,2,1967,110.58,58,23.68,Borewell,2025-07-16
2657,276,19,5,3,2687,93.09,191,43.39,Canal,2025-09-18
2658,226,15,4,4,300,82.25,47,19.16,Borewell,2025-08-26
2659,31,3,2,3,415,37.39,48,17.3,Borewell,2025-08-02
2660,29,2,4,3,2610,48.81,186,31.02,Canal,2025-07-25
2661,317,22,1,3,2001,37.33,201,1.63,Canal,2025-10-16
2662,269,18,5,1,1395,52.3,205,17.3,Canal,2025-09-14
2663,416,29,1,1,1423,121.29,145,4.7,Canal,2025-07-13
2664,390,27,1,1,1314,30.57,211,0.64,Canal,2025-10-04
2665,272,19,5,4,67,67.12,131,6.13,Borewell,2025-09-07
2666,184,12,3,3,2532,52.01,219,16.51,Borewell,2025-08-16
2667,412,28,2,2,935,48.99,191,17.74,Borewell,2025-10-26
2668,238,16,5,2,215,20.74,231,1.73,Canal,2025-10-11
2669,186,12,3,3,766,53.74,59,29.82,Borewell,2025-07-10
2670,237,16,5,2,343,66.3,210,16.85,Canal,2025-08-20
2671,110,7,1,2,522,15.8,140,5.57,Borewell,2025-07-14
2672,257,18,5,4,1511,55.75,223,20.43,Borewell,2025-07-29
2673,381,26,3,4,1475,75.42,115,20.64,Canal,2025-07-24
2674,12,1,4,2,988,108.45,187,7.42,Canal,2025-08-16
2675,347,24,4,1,1822,48.02,59,11.41,Canal,2025-07-06
2676,406,28,2,2,740,51.39,78,5.91,Canal,2025-08-01
2677,252,17,3,4,717,20.52,150,11.98,Canal,2025-10-21
2678,112,8,4,2,16,123.06,120,4.44,Borewell,2025-10-11
2679,354,24,4,1,1618,59.27,23,15.45,Canal,2025-10-07
2680,375,26,3,2,1665,167.87,111,6.68,Borewell,2025-10-17
2681,15,1,4,2,2262,55.89,214,3.15,Borewell,2025-07-19
2682,345,23,4,3,1619,30.71,102,43.79,Borewell,2025-09-29
2683,420,29,1,4,682,51.21,138,15.75,Borewell,2025-09-26
2684,49,4,4,4,2597,57.61,30,28.61,Borewell,2025-09-25
2685,336,23,4,4,1806,131.37,68,22.78,Reservoir,2025-10-22
2686,248,17,3,1,2659,73.56,46,16.58,Canal,2025-08-15
2687,380,26,3,2,2683,117.49,62,8.26,Reservoir,2025-10-24
2688,379,26,3,3,270,56.61,177,13.98,Borewell,2025-08-08
2689,314,21,1,2,1686,113.27,58,5.57,Borewell,2025-07-26
2690,96,6,1,3,678,42.46,113,14.75,Borewell,2025-10-19
2691,383,26,3,2,2230,61.46,131,5.0,Borewell,2025-09-27
2692,111,8,4,1,2530,102.37,221,9.22,Borewell,2025-08-04
2693,64,4,4,4,1975,31.23,129,4.42,Borewell,2025-07-05
2694,239,17,3,2,1467,91.23,114,6.45,Reservoir,2025-09-23
2695,105,7,1,3,2176,91.68,128,15.72,Reservoir,2025-07-13
2696,117,8,4,2,2399,43.9,211,24.47,Borewell,2025-08-01
2697,267,18,5,1,1122,123.29,29,28.23,Borewell,2025-09-17
2698,79,5,1,1,1783,37.03,49,16.56,Reservoir,2025-08-27
2699,418,29,1,2,774,50.86,31,3.9,Reservoir,2025-07-25
2700,252,17,3,2,675,78.45,45,9.65,Borewell,2025-09-10
2701,439,30,2,2,2631,38.51,40,19.21,Canal,2025-10-05
2702,406,28,2,3,325,72.77,118,8.64,Borewell,2025-08-30
2703,123,8,4,4,2761,174.56,171,17.18,Borewell,2025-09-17
2704,334,23,4,3,24,77.12,205,3.52,Canal,2025-07-31
2705,79,5,1,1,2297,83.51,161,18.24,Borewell,2025-07-10
2706,393,27,1,1,1001,100.65,65,11.92,Canal,2025-10-23
2707,121,8,4,1,1833,138.05,209,13.69,Canal,2025-08-21
2708,256,17,3,2,1052,101.4,119,10.3,Canal,2025-10-10
2709,75,5,1,1,722,46.18,109,32.05,Canal,2025-10-21
2710,156,10,1,1,1061,58.34,238,18.33,Reservoir,2025-07-06
2711,127,9,2,2,1762,156.05,50,2.74,Borewell,2025-07-04
2712,356,25,2,1,1476,37.64,76,31.37,Canal,2025-10-17
2713,250,17,3,3,1111,76.02,167,5.91,Borewell,2025-08-16
2714,443,30,2,4,297,90.09,130,26.58,Reservoir,2025-08-11
2715,401,28,2,4,2295,114.05,203,13.94,Reservoir,2025-09-02
2716,273,19,5,4,1240,90.5,93,14.07,Canal,2025-10-27
2717,269,18,5,4,989,61.25,40,5.16,Canal,2025-09-29
2718,73,5,1,1,585,125.21,79,13.23,Canal,2025-08-15
2719,353,24,4,1,1436,49.89,64,20.92,Borewell,2025-10-13
2720,339,23,4,4,2694,100.25,119,14.21,Canal,2025-09-16
2721,95,6,1,1,54,49.05,70,2.61,Reservoir,2025-07-16
2722,404,28,2,4,2160,78.0,170,21.76,Canal,2025-09-15
2723,338,23,4,1,727,51.09,216,17.78,Canal,2025-08-15
2724,412,28,2,4,655,59.44,227,15.97,Canal,2025-09-01
2725,407,28,2,3,956,176.16,110,11.46,Canal,2025-10-26
2726,357,25,2,3,775,75.4,81,20.48,Borewell,2025-10-17
2727,238,16,5,4,1903,129.78,203,10.11,Borewell,2025-10-11
2728,1,1,4,3,980,53.99,165,12.89,Canal,2025-10-01
2729,332,23,4,4,318,28.33,195,47.81,Canal,2025-08-15
2730,238,16,5,2,1624,88.94,17,20.92,Canal,2025-10-08
2731,235,16,5,3,2656,92.0,142,0.62,Canal,2025-08-15
2732,258,18,5,2,2822,101.26,143,10.17,Canal,2025-10-19
2733,94,6,1,4,1926,66.75,80,16.08,Borewell,2025-07-10
2734,36,3,2,3,1935,65.98,223,41.18,Borewell,2025-10-18
2735,228,16,5,2,2856,112.62,27,7.74,Reservoir,2025-10-21
2736,189,13,5,4,2011,109.4,170,1.87,Reservoir,2025-07-03
2737,422,29,1,2,236,111.78,147,15.27,Borewell,2025-10-17
2738,117,8,4,1,610,95.7,123,5.61,Canal,2025-09-16
2739,309,21,1,4,27,43.86,61,4.64,Reservoir,2025-10-03
2740,112,8,4,2,1713,69.12,201,21.92,Canal,2025-08-24
2741,74,5,1,4,1575,141.44,166,18.61,Borewell,2025-09-27
2742,206,14,4,4,1090,11.14,159,2.95,Reservoir,2025-07-09
2743,30,2,4,4,296,77.02,217,20.04,Borewell,2025-10-10
2744,354,24,4,4,2551,146.11,153,30.28,Reservoir,2025-10-21
2745,260,18,5,1,1577,35.59,98,22.79,Borewell,2025-07-24
2746,228,16,5,3,1999,94.51,161,19.44,Borewell,2025-07-08
2747,49,4,4,1,1232,178.18,117,8.6,Reservoir,2025-07-27
2748,217,15,4,2,2398,67.4,47,18.55,Borewell,2025-07-08
2749,50,4,4,3,1807,85.02,89,4.32,Reservoir,2025-08-08
2750,224,15,4,3,1174,69.93,90,11.65,Canal,2025-07-18
2751,413,28,2,3,1953,52.95,33,7.93,Borewell,2025-09-06
2752,29,2,4,2,806,133.46,179,22.99,Canal,2025-07-26
2753,43,3,2,1,2132,12.84,54,15.29,Borewell,2025-09-06
2754,205,14,4,3,2383,70.55,234,8.92,Canal,2025-07-09
2755,16,2,4,1,427,47.13,152,29.67,Borewell,2025-07-31
2756,316,22,1,3,181,80.21,224,66.08,Borewell,2025-08-22
2757,190,13,5,3,265,36.74,212,22.35,Reservoir,2025-07-22
2758,231,16,5,2,2875,36.66,156,8.78,Borewell,2025-10-11
2759,92,6,1,4,1382,30.88,64,34.71,Reservoir,2025-10-10
2760,23,2,4,4,1100,62.86,181,4.29,Borewell,2025-10-22
2761,190,13,5,1,868,222.59,39,5.33,Borewell,2025-08-01
2762,312,21,1,1,1432,57.03,224,3.9,Borewell,2025-08-31
2763,313,21,1,3,98,73.87,39,7.87,Borewell,2025-07-31
2764,57,4,4,2,891,32.31,160,12.15,Reservoir,2025-10-21
2765,431,30,2,2,2281,138.03,231,9.12,Canal,2025-10-12
2766,100,7,1,1,2195,76.86,143,7.03,Borewell,2025-10-21
2767,187,12,3,4,2704,79.0,82,14.44,Canal,2025-09-15
2768,115,8,4,1,308,125.98,100,27.8,Canal,2025-10-28
2769,121,8,4,1,1255,85.29,206,24.73,Canal,2025-08-23
2770,236,16,5,1,260,53.9,128,28.24,Canal,2025-08-10
2771,257,18,5,3,1151,42.21,53,9.07,Canal,2025-10-08
2772,220,15,4,3,2644,52.58,89,5.65,Borewell,2025-09-24
2773,128,9,2,2,2204,88.92,73,7.17,Canal,2025-07-12
2774,39,3,2,2,2814,44.38,202,26.09,Borewell,2025-09-07
2775,35,3,2,4,1850,37.07,39,20.54,Borewell,2025-08-06
2776,429,29,1,4,385,65.34,228,4.57,Borewell,2025-10-16
2777,15,1,4,1,2509,93.38,94,30.62,Canal,2025-09-17
2778,46,3,2,1,379,127.33,188,23.87,Borewell,2025-09-03
2779,6,1,4,3,2851,115.26,52,3.05,Borewell,2025-08-10
2780,164,11,2,1,2280,20.82,54,41.08,Borewell,2025-07-26
2781,361,25,2,3,2599,26.3,71,9.06,Canal,2025-08-24
2782,291,20,1,1,2227,238.25,138,9.08,Borewell,2025-09-03
2783,310,21,1,3,1350,62.45,131,11.06,Canal,2025-10-17
2784,229,16,5,1,1756,19.74,199,37.59,Canal,2025-07-14
2785,257,18,5,1,257,133.39,171,10.9,Reservoir,2025-08-14
2786,305,20,1,4,2241,150.18,95,6.3,Canal,2025-09-12
2787,29,2,4,3,964,68.93,112,68.79,Canal,2025-07-17
2788,61,4,4,3,1459,51.79,108,16.63,Borewell,2025-07-06
2789,439,30,2,1,91,57.0,128,11.15,Canal,2025-09-30
2790,322,22,1,3,2681,72.99,196,6.18,Canal,2025-10-06
2791,93,6,1,4,2544,85.18,199,9.9,Borewell,2025-08-11
2792,119,8,4,1,1226,109.1,43,2.9,Borewell,2025-08-22
2793,228,16,5,2,1148,17.24,236,24.48,Canal,2025-09-03
2794,343,23,4,1,2733,130.64,55,21.62,Canal,2025-07-21
2795,25,2,4,1,164,139.15,61,13.42,Borewell,2025-09-16
2796,11,1,4,4,2863,34.35,155,8.83,Borewell,2025-10-19
2797,319,22,1,2,2242,154.74,106,33.03,Borewell,2025-10-10
2798,434,30,2,4,1399,34.53,198,9.33,Canal,2025-08-07
2799,146,10,1,2,2657,46.11,60,39.51,Borewell,2025-08-04
2800,443,30,2,1,909,19.61,44,19.98,Borewell,2025-08-11
2801,73,5,1,4,151,158.88,231,8.71,Borewell,2025-07-10
2802,185,12,3,2,1279,21.1,57,15.43,Reservoir,2025-08-16
2803,354,24,4,2,497,115.29,54,6.74,Borewell,2025-09-09
2804,423,29,1,2,2347,58.77,69,9.73,Borewell,2025-08-28
2805,417,29,1,2,1838,102.9,67,33.17,Canal,2025-09-02
2806,440,30,2,4,1555,171.11,140,10.84,Canal,2025-07-19
2807,216,15,4,3,835,43.43,73,7.17,Canal,2025-09-09
2808,24,2,4,1,1782,55.45,202,9.44,Borewell,2025-10-02
2809,170,11,2,4,1130,184.15,180,28.06,Borewell,2025-07-09
2810,61,4,4,2,1388,63.7,46,6.4,Canal,2025-09-15
2811,405,28,2,2,726,82.91,220,18.26,Borewell,2025-09-25
2812,174,12,3,3,1939,18.09,85,18.01,Canal,2025-08-19
2813,209,14,4,4,19,99.47,215,10.02,Canal,2025-09-15
2814,401,28,2,4,1222,50.59,69,38.98,Borewell,2025-08-07
2815,329,23,4,4,1939,74.45,28,5.37,Borewell,2025-07-12
2816,145,10,1,1,2478,87.6,201,3.85,Reservoir,2025-08-18
2817,155,10,1,3,869,234.74,127,26.47,Borewell,2025-09-01
2818,17,2,4,4,1902,65.57,90,5.65,Reservoir,2025-09-13
2819,35,3,2,1,582,42.86,201,20.34,Borewell,2025-08-22
2820,281,19,5,1,2599,59.14,174,18.27,Reservoir,2025-07-12
2821,194,13,5,1,2708,30.11,237,23.79,Reservoir,2025-10-27
2822,363,25,2,1,367,130.37,224,47.47,Canal,2025-10-23
2823,240,17,3,1,942,60.32,183,19.15,Canal,2025-08-12
2824,243,17,3,2,5,111.9,42,13.36,Borewell,2025-09-07
2825,364,25,2,1,595,188.27,52,9.21,Canal,2025-08-17
2826,23,2,4,3,763,117.17,18,11.56,Borewell,2025-08-23
2827,199,13,5,4,907,43.7,44,14.88,Reservoir,2025-08-27
2828,290,19,5,2,2681,25.39,175,30.27,Borewell,2025-08-27
2829,122,8,4,4,430,90.48,22,11.52,Reservoir,2025-07-30
2830,158,10,1,4,2214,42.67,239,8.41,Canal,2025-08-11
2831,78,5,1,1,2376,74.9,156,19.6,Canal,2025-08-31
2832,153,10,1,2,1040,100.02,145,25.19,Reservoir,2025-09-30
2833,150,10,1,2,1201,75.19,24,9.65,Canal,2025-10-07
2834,110,7,1,4,1283,117.04,26,16.48,Borewell,2025-07-20
2835,204,13,5,3,2544,165.96,84,6.47,Borewell,2025-10-19
2836,127,9,2,1,1066,70.33,98,11.42,Reservoir,2025-10-22
2837,361,25,2,2,1236,27.76,105,11.6,Borewell,2025-10-11
2838,213,15,4,2,696,129.06,57,10.47,Canal,2025-10-10
2839,246,17,3,4,1380,19.76,185,16.39,Canal,2025-08-06
2840,218,15,4,4,1818,127.26,25,33.49,Canal,2025-10-04
2841,224,15,4,1,1250,61.43,140,12.07,Canal,2025-07-16
2842,172,11,2,3,969,63.69,130,17.6,Borewell,2025-08-08
2843,59,4,4,2,836,76.58,225,7.91,Reservoir,2025-09-14
2844,400,28,2,2,681,77.67,166,17.41,Canal,2025-07-12
2845,9,1,4,3,678,178.23,53,13.21,Canal,2025-10-09
2846,24,2,4,3,2287,85.44,239,5.54,Canal,2025-08-30
2847,409,28,2,1,1219,174.19,68,16.58,Borewell,2025-07-08
2848,398,28,2,3,2743,96.44,63,21.23,Canal,2025-10-25
2849,86,6,1,3,1893,105.64,219,9.15,Borewell,2025-07-12
2850,64,4,4,1,2250,47.32,151,10.97,Borewell,2025-09-25
2851,360,25,2,3,2657,103.29,108,15.07,Borewell,2025-07-09
2852,249,17,3,1,1531,85.6,231,8.67,Reservoir,2025-08-04
2853,165,11,2,1,1531,49.67,156,9.37,Borewell,2025-09-10
2854,50,4,4,1,2203,124.66,36,11.53,Canal,2025-08-29
2855,25,2,4,1,1206,94.34,189,3.02,Borewell,2025-07-12
2856,241,17,3,2,2511,36.91,218,14.05,Canal,2025-07-08
2857,378,26,3,2,1702,125.57,26,12.44,Canal,2025-08-29
2858,265,18,5,3,789,39.23,48,28.63,Borewell,2025-07-30
2859,125,8,4,3,2710,24.38,138,8.8,Borewell,2025-09-29
2860,329,23,4,1,1770,61.35,98,35.13,Reservoir,2025-10-20
2861,95,6,1,2,726,51.97,39,30.76,Borewell,2025-09-26
2862,199,13,5,3,1229,67.25,113,5.25,Canal,2025-10-12
2863,403,28,2,1,1239,40.7,82,3.33,Reservoir,2025-09-04
2864,154,10,1,4,1843,60.17,168,7.94,Canal,2025-08-18
2865,222,15,4,4,2084,48.68,233,13.84,Borewell,2025-08-16
2866,19,2,4,2,1021,69.95,226,29.88,Reservoir,2025-07-06
2867,96,6,1,4,1628,123.37,219,8.18,Borewell,2025-09-24
2868,71,5,1,3,2019,59.31,204,12.23,Borewell,2025-07-31
2869,62,4,4,2,1919,70.92,142,17.46,Borewell,2025-09-13
2870,202,13,5,3,156,108.23,203,7.62,Borewell,2025-09-26
2871,335,23,4,4,1646,31.31,115,7.8,Borewell,2025-07-18
2872,98,7,1,2,1054,54.29,16,7.74,Canal,2025-08-13
2873,206,14,4,2,1398,35.37,91,9.15,Canal,2025-07-14
2874,215,15,4,1,519,56.84,36,7.38,Canal,2025-08-21
2875,313,21,1,3,858,36.3,187,2.4,Canal,2025-07-07
2876,88,6,1,4,1795,64.97,225,12.54,Canal,2025-10-12
2877,251,17,3,3,1852,67.35,196,5.42,Reservoir,2025-08-09
2878,138,9,2,3,2439,51.14,227,18.3,Reservoir,2025-08-19
2879,156,10,1,2,2580,43.6,196,11.38,Reservoir,2025-10-14
2880,79,5,1,2,2735,115.22,19,1.61,Reservoir,2025-07-18
2881,172,11,2,3,2431,60.16,192,22.52,Canal,2025-08-29
2882,322,22,1,1,2200,48.52,24,10.78,Canal,2025-10-02
2883,7,1,4,1,290,59.24,76,15.01,Borewell,2025-08-25
2884,238,16,5,3,1655,139.36,135,9.97,Borewell,2025-09-03
2885,136,9,2,3,2695,115.87,239,20.08,Canal,2025-09-28
2886,105,7,1,1,119,19.49,225,20.91,Borewell,2025-07-23
2887,292,20,1,1,2278,83.29,148,33.76,Canal,2025-07-04
2888,193,13,5,1,251,67.58,189,20.71,Reservoir,2025-08-29
2889,359,25,2,3,320,66.42,227,8.52,Canal,2025-09-21
2890,387,27,1,2,403,50.2,111,7.55,Borewell,2025-09-29
2891,224,15,4,1,2038,55.8,53,10.58,Borewell,2025-09-11
2892,408,28,2,2,1963,116.17,43,11.96,Reservoir,2025-10-18
2893,416,29,1,2,564,40.0,94,4.38,Borewell,2025-07-15
2894,11,1,4,1,2876,35.57,162,29.96,Reservoir,2025-09-10
2895,440,30,2,3,2659,126.19,129,5.71,Reservoir,2025-10-10
2896,433,30,2,4,1004,142.18,171,6.19,Borewell,2025-08-25
2897,191,13,5,1,1540,139.53,18,14.18,Borewell,2025-10-26
2898,296,20,1,4,1959,61.71,37,31.1,Canal,2025-07-04
2899,376,26,3,1,1499,60.01,76,4.9,Reservoir,2025-08-17
2900,106,7,1,3,629,123.08,121,5.04,Canal,2025-07-08
2901,27,2,4,3,680,170.06,137,15.44,Canal,2025-07-03
2902,97,6,1,1,1928,137.57,42,11.93,Borewell,2025-09-08
2903,320,22,1,3,486,75.05,121,2.29,Borewell,2025-08-23
2904,69,5,1,4,2368,121.7,93,7.32,Borewell,2025-08-23
2905,378,26,3,3,592,127.16,22,20.33,Borewell,2025-10-04
2906,115,8,4,3,1336,79.25,92,9.04,Canal,2025-08-29
2907,194,13,5,3,505,33.13,159,31.2,Borewell,2025-09-30
2908,246,17,3,4,2382,40.77,221,4.1,Canal,2025-10-13
2909,167,11,2,2,1078,95.42,150,8.86,Reservoir,2025-09-09
2910,266,18,5,2,945,28.96,106,8.3,Reservoir,2025-08-07
2911,438,30,2,2,2127,64.04,85,16.36,Canal,2025-07-01
2912,4,1,4,3,1703,128.27,206,17.08,Borewell,2025-10-22
2913,344,23,4,3,1926,43.17,122,19.45,Borewell,2025-10-17
2914,121,8,4,4,1804,44.84,196,6.29,Borewell,2025-07-28
2915,171,11,2,2,1710,85.62,102,2.88,Canal,2025-08-30
2916,422,29,1,1,2736,62.15,64,8.78,Borewell,2025-08-24
2917,357,25,2,2,751,36.15,206,14.15,Borewell,2025-09-17
2918,38,3,2,2,1553,49.62,225,6.27,Canal,2025-10-18
2919,122,8,4,4,2046,96.84,205,9.61,Borewell,2025-10-08
2920,418,29,1,1,199,77.78,156,10.18,Borewell,2025-10-01
2921,42,3,2,3,703,45.74,69,24.99,Canal,2025-10-03
2922,424,29,1,4,164,49.0,239,26.25,Borewell,2025-10-06
2923,158,10,1,4,2038,95.77,75,39.3,Canal,2025-10-21
2924,395,27,1,3,2223,122.67,121,19.71,Borewell,2025-07-18
2925,69,5,1,4,2375,68.36,189,4.05,Borewell,2025-10-25
2926,233,16,5,2,1439,16.46,73,10.15,Borewell,2025-07-04
2927,244,17,3,2,1220,89.13,88,13.91,Canal,2025-10-19
2928,168,11,2,1,1372,16.17,78,13.56,Reservoir,2025-08-14
