PestIncidentID,FieldID,FarmID,RegionID,CropID,PestID,SeverityID,DateTimeID,AreaAffectedHectares,ActionTakenID,FollowUpRequired,CreatedDate
1881,309,21,1,4,2,3,1898,2.37,1,1,2025-07-10
1882,360,25,2,1,4,4,1378,2.45,2,0,2025-08-11
1883,332,23,4,4,2,1,1909,1.46,1,1,2025-08-26
1884,307,21,1,1,3,1,1666,0.93,2,0,2025-08-02
1885,144,10,1,8,2,2,339,3.52,2,0,2025-09-29
1886,173,12,3,7,2,2,1868,2.15,4,0,2025-08-11
1887,108,7,1,2,1,3,1754,1.63,1,1,2025-10-02
1888,215,15,4,7,1,3,1629,0.45,4,0,2025-07-04
1889,219,15,4,5,4,2,832,1.88,3,1,2025-09-17
1890,199,13,5,3,1,2,1955,3.72,1,0,2025-07-20
1891,377,26,3,3,3,4,793,3.71,3,0,2025-09-01
1892,181,12,3,3,5,2,2502,4.82,2,0,2025-10-15
1893,428,29,1,5,3,4,918,4.33,2,0,2025-10-26
1894,1,1,4,4,1,3,2697,3.92,1,0,2025-10-27
1895,260,18,5,3,1,2,870,0.9,2,0,2025-10-06
1896,440,30,2,2,3,1,2378,0.48,2,0,2025-10-26
1897,104,7,1,4,1,2,913,2.54,3,0,2025-08-01
1898,257,18,5,3,5,1,139,3.74,1,0,2025-09-27
1899,283,19,5,7,4,1,380,3.17,4,0,2025-09-22
1900,288,19,5,2,5,1,1189,3.57,2,1,2025-07-28
1901,423,29,1,1,4,2,754,3.29,4,0,2025-10-12
1902,10,1,4,1,5,3,1364,0.31,4,0,2025-09-11
1903,1,1,4,5,5,3,1831,1.48,2,0,2025-07-27
1904,378,26,3,7,3,1,2515,4.23,2,0,2025-07-21
1905,271,18,5,7,2,1,1203,4.67,4,0,2025-09-13
1906,131,9,2,8,2,2,298,1.84,1,0,2025-09-14
1907,142,10,1,7,3,4,371,4.28,1,0,2025-10-26
1908,439,30,2,6,5,2,2495,3.17,3,0,2025-10-22
1909,255,17,3,1,3,3,996,2.84,4,1,2025-08-16
1910,161,11,2,1,1,4,1580,1.79,4,1,2025-10-09
1911,328,23,4,6,4,2,2026,2.02,4,0,2025-08-26
1912,181,12,3,4,2,4,108,0.18,2,0,2025-08-09
1913,375,26,3,2,4,3,1228,3.36,3,0,2025-10-17
1914,67,5,1,7,5,4,285,1.16,4,1,2025-10-06
1915,353,24,4,2,2,2,321,0.54,1,0,2025-09-08
1916,114,8,4,6,2,2,2803,1.56,3,0,2025-08-24
1917,397,28,2,3,5,1,2350,4.73,4,1,2025-09-12
1918,161,11,2,7,5,2,1863,1.59,3,0,2025-08-14
1919,254,17,3,3,1,2,946,2.83,1,0,2025-07-10
1920,93,6,1,6,5,2,1863,1.13,1,1,2025-09-05
1921,118,8,4,1,3,3,1090,4.22,4,0,2025-09-20
1922,404,28,2,3,1,4,1308,3.35,4,1,2025-07-20
1923,18,2,4,6,2,3,2419,1.29,1,0,2025-10-01
1924,36,3,2,4,2,4,2334,4.57,1,0,2025-07-28
1925,193,13,5,5,4,4,1417,1.83,4,1,2025-07-14
1926,202,13,5,5,3,2,284,0.11,4,0,2025-07-26
1927,387,27,1,3,1,2,154,3.37,1,0,2025-08-04
1928,125,8,4,6,1,1,1044,1.44,2,0,2025-10-19
1929,109,7,1,6,1,4,1932,0.16,2,1,2025-09-11
1930,278,19,5,1,2,1,2592,2.04,3,0,2025-09-15
1931,34,3,2,2,1,3,1513,4.52,3,1,2025-10-19
1932,362,25,2,7,4,2,2778,0.32,4,0,2025-08-24
1933,34,3,2,2,4,4,937,1.0,3,0,2025-09-11
1934,58,4,4,2,2,2,1630,2.21,1,0,2025-08-07
1935,230,16,5,7,1,2,163,3.26,2,1,2025-09-28
1936,136,9,2,6,2,3,230,3.18,3,1,2025-09-23
1937,326,22,1,6,3,4,1539,1.95,3,1,2025-10-12
1938,310,21,1,6,3,1,1591,3.03,1,0,2025-07-13
1939,158,10,1,8,3,3,484,0.97,4,0,2025-10-01
1940,250,17,3,6,5,1,1660,4.47,2,0,2025-09-28
1941,59,4,4,2,1,3,2557,4.82,2,0,2025-10-26
1942,36,3,2,2,5,4,2082,1.54,3,0,2025-10-19
1943,410,28,2,8,2,1,1477,2.73,1,0,2025-07-23
1944,97,6,1,3,2,4,663,2.58,2,0,2025-08-15
1945,222,15,4,7,3,4,1816,1.22,1,0,2025-10-05
1946,416,29,1,4,4,1,2419,0.33,1,0,2025-07-21
1947,248,17,3,2,1,3,1826,3.42,4,1,2025-09-29
1948,393,27,1,8,4,1,2850,2.63,4,0,2025-07-16
1949,319,22,1,4,1,2,2735,2.09,1,0,2025-10-06
1950,119,8,4,1,4,3,61,1.56,4,0,2025-08-25
1951,282,19,5,1,1,1,176,2.39,2,0,2025-07-08
1952,129,9,2,1,3,4,230,2.47,4,0,2025-07-20
1953,66,4,4,4,2,3,63,2.14,4,0,2025-09-15
1954,340,23,4,3,5,3,448,4.6,4,1,2025-08-13
1955,152,10,1,6,4,2,170,2.12,3,0,2025-07-07
1956,270,18,5,6,4,3,585,0.96,1,0,2025-10-16
1957,342,23,4,8,3,4,1751,0.27,4,1,2025-08-06
1958,419,29,1,2,3,2,1901,1.5,1,0,2025-09-06
1959,343,23,4,5,2,2,2387,0.44,1,1,2025-09-23
1960,390,27,1,6,1,3,2690,1.49,3,0,2025-07-09
1961,120,8,4,1,4,1,2308,3.72,3,1,2025-07-20
1962,95,6,1,5,1,1,964,1.62,1,0,2025-07-29
1963,250,17,3,3,1,1,38,2.75,3,0,2025-07-31
1964,98,7,1,6,5,2,2336,0.53,4,0,2025-10-27
1965,131,9,2,4,4,4,389,2.16,3,0,2025-07-22
1966,223,15,4,7,4,4,1562,1.86,2,1,2025-09-07
1967,65,4,4,2,5,4,176,1.54,1,1,2025-07-24
1968,29,2,4,4,3,3,2061,4.11,1,1,2025-08-12
1969,43,3,2,8,5,2,2307,1.05,2,0,2025-07-04
1970,389,27,1,3,2,1,1297,1.53,3,0,2025-07-22
1971,84,6,1,7,4,3,583,4.39,1,0,2025-10-26
1972,164,11,2,5,5,1,964,0.8,3,1,2025-09-05
1973,404,28,2,4,5,2,2174,1.09,2,0,2025-08-11
1974,334,23,4,8,1,1,1797,0.41,2,0,2025-10-01
1975,373,26,3,1,2,4,957,0.96,2,0,2025-08-24
1976,183,12,3,1,3,1,601,0.86,1,0,2025-07-07
1977,364,25,2,3,2,4,777,1.81,1,1,2025-10-19
1978,348,24,4,8,3,1,1469,3.48,3,1,2025-09-30
1979,49,4,4,8,4,4,79,2.53,3,1,2025-08-10
1980,386,26,3,8,2,1,34,4.73,4,1,2025-08-25
1981,114,8,4,6,4,3,876,0.99,2,0,2025-09-21
1982,111,8,4,2,4,3,1643,4.33,3,0,2025-07-01
1983,185,12,3,3,3,1,1616,4.72,1,1,2025-09-19
1984,8,1,4,8,1,4,898,0.17,1,0,2025-10-21
1985,186,12,3,6,2,3,151,2.77,3,1,2025-07-16
1986,169,11,2,8,1,4,1338,1.42,3,1,2025-07-15
1987,37,3,2,8,1,1,1043,3.12,1,1,2025-10-12
1988,423,29,1,4,2,4,2359,2.86,3,1,2025-09-30
1989,246,17,3,1,5,1,2333,1.96,3,0,2025-07-14
1990,40,3,2,1,1,2,56,3.25,2,0,2025-09-01
1991,191,13,5,4,2,2,108,2.88,2,1,2025-09-19
1992,205,14,4,8,1,1,197,2.17,3,0,2025-08-18
1993,273,19,5,6,2,2,2305,4.91,3,0,2025-10-13
1994,364,25,2,4,3,1,457,3.93,3,1,2025-10-15
1995,100,7,1,5,2,2,1703,2.49,4,0,2025-09-10
1996,315,22,1,3,5,1,630,1.88,1,0,2025-07-04
1997,412,28,2,8,3,2,2187,3.12,1,0,2025-08-27
1998,426,29,1,2,2,2,465,2.33,1,0,2025-07-12
1999,287,19,5,7,3,4,2211,1.8,4,0,2025-07-31
2000,390,27,1,3,3,3,2183,1.27,3,1,2025-10-02
2001,256,17,3,2,5,4,1874,1.18,3,1,2025-09-15
2002,255,17,3,4,5,1,798,0.27,2,0,2025-08-28
2003,84,6,1,3,4,3,2362,4.95,4,0,2025-10-22
2004,146,10,1,2,5,1,763,4.24,1,0,2025-08-26
2005,357,25,2,8,5,3,2735,1.22,2,0,2025-10-09
2006,261,18,5,7,1,1,1323,4.65,4,1,2025-07-28
2007,172,11,2,1,5,1,924,3.8,1,0,2025-08-20
2008,205,14,4,2,2,2,60,1.89,2,0,2025-08-18
2009,118,8,4,8,2,3,766,2.8,3,0,2025-07-06
2010,85,6,1,4,5,1,1569,4.87,1,0,2025-09-29
2011,381,26,3,3,3,2,1933,2.88,1,0,2025-07-17
2012,6,1,4,3,5,3,464,3.9,4,0,2025-09-18
2013,338,23,4,8,5,4,2210,1.02,2,1,2025-08-03
2014,288,19,5,1,1,3,721,0.8,2,1,2025-10-02
2015,113,8,4,1,3,2,1090,4.72,3,0,2025-10-20
2016,116,8,4,5,1,4,1329,3.98,3,0,2025-09-20
2017,123,8,4,6,5,2,228,1.97,2,1,2025-10-25
2018,231,16,5,6,3,1,2521,0.76,2,0,2025-08-05
2019,406,28,2,1,4,1,1368,1.45,3,1,2025-09-07
2020,233,16,5,3,3,3,232,0.64,1,0,2025-09-30
2021,68,5,1,4,3,4,42,0.68,2,1,2025-08-06
2022,175,12,3,7,2,2,450,4.17,4,0,2025-07-05
2023,69,5,1,5,2,4,341,4.3,2,0,2025-08-03
2024,426,29,1,5,1,1,302,0.69,4,0,2025-10-21
2025,295,20,1,5,2,1,1763,3.89,4,1,2025-08-20
2026,404,28,2,1,5,1,536,3.88,2,0,2025-08-07
2027,233,16,5,2,1,1,666,1.04,1,0,2025-07-09
2028,204,13,5,2,1,3,1911,2.82,4,1,2025-07-30
2029,261,18,5,3,3,2,2587,0.46,3,1,2025-09-07
2030,111,8,4,1,4,1,1651,4.41,1,0,2025-10-21
2031,332,23,4,6,1,4,1804,0.66,1,0,2025-08-19
2032,350,24,4,5,5,1,1467,3.22,3,0,2025-07-16
2033,430,30,2,7,3,1,1127,3.5,4,0,2025-09-07
2034,435,30,2,4,3,1,950,4.44,3,0,2025-10-12
2035,277,19,5,8,5,1,1744,0.55,1,0,2025-09-22
2036,301,20,1,6,2,3,2808,2.85,3,0,2025-10-03
2037,319,22,1,8,1,3,2335,1.02,2,1,2025-08-02
2038,425,29,1,4,4,2,941,3.99,4,1,2025-07-14
2039,60,4,4,8,2,4,1095,0.16,2,1,2025-09-04
2040,97,6,1,1,2,4,1749,1.84,1,0,2025-07-19
2041,426,29,1,2,1,4,1072,2.3,3,0,2025-08-04
2042,126,9,2,7,1,1,2247,3.28,3,0,2025-09-13
2043,189,13,5,6,3,4,365,0.47,4,0,2025-08-14
2044,156,10,1,1,2,1,1352,3.88,4,0,2025-07-31
2045,404,28,2,6,3,1,1677,2.51,2,1,2025-08-05
2046,216,15,4,5,1,3,611,3.37,3,0,2025-07-21
2047,1,1,4,4,1,2,468,4.85,1,0,2025-09-05
2048,178,12,3,3,3,3,54,3.86,1,0,2025-10-27
2049,210,14,4,8,5,2,2367,2.43,1,0,2025-07-06
2050,316,22,1,4,1,4,2838,3.24,1,0,2025-07-06
2051,93,6,1,8,4,4,1299,4.55,1,0,2025-08-30
2052,391,27,1,4,4,3,336,0.13,4,0,2025-09-19
2053,4,1,4,7,3,3,2537,2.47,3,1,2025-07-09
2054,251,17,3,6,2,3,1664,3.52,4,0,2025-08-28
2055,306,21,1,2,5,1,381,0.83,3,0,2025-08-25
2056,32,3,2,3,4,2,2584,4.08,4,1,2025-07-19
2057,408,28,2,7,2,4,1655,3.88,1,0,2025-09-23
2058,162,11,2,8,3,4,2458,1.14,3,0,2025-07-09
2059,280,19,5,8,3,2,1710,2.35,4,0,2025-10-07
2060,122,8,4,2,4,1,2834,1.53,2,0,2025-10-01
2061,182,12,3,1,4,2,2287,4.71,3,0,2025-09-21
2062,147,10,1,1,5,2,1613,0.39,3,0,2025-09-09
2063,287,19,5,8,2,4,695,1.0,3,1,2025-10-15
2064,146,10,1,6,2,4,2525,2.45,4,0,2025-10-20
2065,87,6,1,8,3,3,185,1.81,1,0,2025-07-18
2066,365,25,2,8,4,2,2382,2.14,3,0,2025-09-03
2067,337,23,4,4,3,1,2126,0.21,4,0,2025-07-15
2068,382,26,3,1,4,1,581,3.24,1,0,2025-08-14
2069,228,16,5,2,1,2,1120,0.42,4,0,2025-09-30
2070,243,17,3,7,5,1,1702,3.83,3,0,2025-10-19
2071,264,18,5,4,5,1,2793,1.91,1,0,2025-10-23
2072,435,30,2,5,4,1,2671,4.43,2,0,2025-07-12
2073,131,9,2,1,4,1,2800,1.48,2,0,2025-10-06
2074,65,4,4,8,5,1,999,3.26,1,0,2025-08-14
2075,250,17,3,8,4,1,992,2.22,1,1,2025-09-25
2076,208,14,4,6,3,2,763,0.62,3,0,2025-08-03
2077,151,10,1,5,1,3,2136,4.86,1,0,2025-10-24
2078,54,4,4,5,1,2,1726,2.55,4,1,2025-09-24
2079,208,14,4,2,2,1,1078,4.34,3,0,2025-09-14
2080,417,29,1,5,5,3,963,3.62,3,0,2025-08-12
2081,95,6,1,5,5,1,1700,4.58,2,0,2025-09-04
2082,268,18,5,1,3,2,1105,1.36,1,1,2025-07-03
2083,174,12,3,4,1,3,1506,4.39,3,0,2025-09-16
2084,100,7,1,2,4,4,2810,3.29,3,0,2025-10-02
2085,236,16,5,3,4,4,1182,4.91,1,0,2025-08-16
2086,164,11,2,4,3,2,947,2.38,2,1,2025-08-03
2087,279,19,5,6,2,4,1505,1.94,1,0,2025-07-31
2088,426,29,1,7,2,4,2219,0.1,3,0,2025-10-01
2089,248,17,3,5,2,3,182,0.76,3,0,2025-09-20
2090,156,10,1,3,2,1,1749,0.45,1,0,2025-09-14
2091,234,16,5,8,1,4,2609,0.96,2,0,2025-09-21
2092,16,2,4,2,4,1,452,3.83,3,0,2025-08-03
2093,186,12,3,1,4,2,1769,3.68,3,0,2025-10-23
2094,206,14,4,3,3,3,1148,1.11,4,0,2025-09-28
2095,122,8,4,6,4,1,1134,1.21,2,1,2025-07-13
2096,384,26,3,3,1,4,1077,1.34,4,0,2025-08-05
2097,235,16,5,7,3,1,993,1.99,4,0,2025-07-20
2098,297,20,1,2,5,3,534,3.78,3,0,2025-09-29
2099,338,23,4,5,4,3,293,0.29,3,0,2025-07-06
2100,68,5,1,1,3,1,1393,1.61,2,1,2025-07-26
2101,238,16,5,2,1,2,1236,3.8,2,0,2025-08-02
2102,338,23,4,1,2,1,1553,0.58,4,0,2025-10-09
2103,265,18,5,6,3,3,231,3.74,1,0,2025-10-08
2104,328,23,4,2,5,1,1127,4.1,1,1,2025-07-14
2105,425,29,1,6,3,1,1170,1.39,4,1,2025-07-31
2106,290,19,5,7,5,4,2626,2.38,2,0,2025-10-14
2107,363,25,2,3,5,1,427,1.05,4,1,2025-09-13
2108,95,6,1,8,1,4,1892,4.9,3,0,2025-09-01
2109,427,29,1,7,2,4,2094,4.65,1,0,2025-09-10
2110,318,22,1,6,3,2,312,4.56,1,1,2025-10-20
2111,414,28,2,8,5,2,1549,3.25,4,1,2025-09-11
2112,320,22,1,1,5,2,63,2.03,3,0,2025-07-18
2113,328,23,4,6,2,2,588,1.51,1,0,2025-09-19
2114,237,16,5,8,1,2,41,2.94,2,0,2025-08-16
2115,375,26,3,8,1,1,2038,4.62,1,0,2025-09-04
2116,345,23,4,2,5,4,1987,2.09,4,0,2025-07-08
2117,296,20,1,4,3,1,185,3.63,3,0,2025-07-11
2118,142,10,1,2,4,3,63,2.13,2,1,2025-08-16
2119,228,16,5,7,1,2,2727,1.0,4,0,2025-10-06
2120,172,11,2,1,5,2,943,1.53,3,0,2025-10-01
2121,100,7,1,7,1,4,8,1.1,3,1,2025-09-10
2122,354,24,4,7,5,3,2435,1.34,4,0,2025-08-05
2123,128,9,2,1,1,4,1305,3.64,1,0,2025-09-06
2124,378,26,3,3,2,4,570,4.76,3,0,2025-10-26
2125,196,13,5,7,5,2,797,3.41,4,0,2025-09-29
2126,33,3,2,2,5,3,1841,3.77,1,0,2025-09-19
2127,260,18,5,5,3,1,19,1.05,4,0,2025-10-09
2128,345,23,4,5,4,2,2425,1.61,4,0,2025-08-30
2129,400,28,2,8,4,2,1239,4.25,3,1,2025-08-31
2130,123,8,4,8,3,4,1769,2.9,2,0,2025-07-26
2131,324,22,1,8,2,2,1588,0.35,3,0,2025-09-22
2132,79,5,1,5,3,3,1128,1.35,1,0,2025-10-08
2133,41,3,2,2,3,4,2164,3.97,1,1,2025-09-13
2134,307,21,1,8,1,3,355,1.08,4,1,2025-07-30
2135,7,1,4,4,4,1,822,1.02,4,0,2025-10-04
2136,72,5,1,3,5,2,501,1.15,2,0,2025-10-10
2137,352,24,4,2,3,4,588,2.63,3,0,2025-09-03
2138,345,23,4,2,2,1,716,1.09,1,1,2025-09-02
2139,334,23,4,5,4,1,2823,2.86,3,0,2025-08-15
2140,44,3,2,1,4,1,2646,0.41,4,0,2025-10-13
2141,8,1,4,3,3,2,2760,3.56,1,0,2025-10-04
2142,169,11,2,7,3,3,2334,4.15,3,0,2025-08-17
2143,330,23,4,5,2,1,853,0.84,2,1,2025-07-15
2144,174,12,3,7,4,1,2863,0.99,3,1,2025-07-11
2145,35,3,2,1,1,1,1385,1.15,1,0,2025-08-15
2146,8,1,4,2,4,1,1945,1.09,1,0,2025-09-14
2147,412,28,2,4,1,3,2362,0.72,1,0,2025-09-16
2148,110,7,1,3,3,1,1269,2.8,1,0,2025-09-12
2149,125,8,4,2,3,1,1288,4.2,2,0,2025-10-17
2150,137,9,2,4,5,1,652,1.69,4,1,2025-10-17
2151,301,20,1,5,3,2,2620,4.78,1,1,2025-08-06
2152,216,15,4,4,5,2,706,4.11,3,0,2025-07-05
2153,436,30,2,6,5,1,2398,0.67,1,0,2025-07-10
2154,142,10,1,6,2,1,2670,2.36,1,0,2025-07-17
2155,236,16,5,5,5,2,790,2.91,1,0,2025-09-28
2156,441,30,2,2,3,2,586,2.63,1,0,2025-08-06
2157,435,30,2,2,3,4,2476,2.5,2,1,2025-08-03
2158,281,19,5,1,4,3,2528,0.5,1,1,2025-08-22
2159,176,12,3,3,2,4,1610,0.4,4,1,2025-07-17
2160,369,26,3,2,4,3,1472,2.04,3,1,2025-08-09
2161,209,14,4,8,3,3,2455,2.74,2,1,2025-08-21
2162,348,24,4,4,2,4,1096,3.87,3,0,2025-09-15
2163,86,6,1,4,5,3,2033,0.28,3,0,2025-09-05
2164,169,11,2,6,3,3,1880,3.24,2,0,2025-08-17
2165,38,3,2,7,3,1,2327,4.54,2,0,2025-08-18
2166,194,13,5,6,4,3,300,1.87,4,0,2025-07-23
2167,153,10,1,6,4,3,2336,0.33,3,0,2025-10-24
2168,107,7,1,7,4,3,726,0.39,4,0,2025-09-23
2169,113,8,4,1,4,3,2569,4.52,2,0,2025-07-19
2170,114,8,4,2,4,4,59,3.26,4,0,2025-08-24
2171,302,20,1,4,4,3,1427,4.17,2,0,2025-09-10
2172,440,30,2,5,5,4,2665,1.42,4,0,2025-07-28
2173,106,7,1,5,2,4,2482,3.61,4,0,2025-09-02
2174,32,3,2,7,1,1,503,3.52,4,0,2025-10-22
2175,326,22,1,8,3,1,1077,1.64,4,0,2025-10-16
2176,379,26,3,4,4,1,380,0.56,3,1,2025-09-08
2177,6,1,4,3,4,3,2422,4.34,1,0,2025-10-28
2178,396,27,1,1,5,1,2838,0.27,1,0,2025-09-13
2179,221,15,4,5,1,2,2127,4.27,3,1,2025-08-01
2180,344,23,4,2,2,2,1503,4.47,4,1,2025-09-09
2181,333,23,4,1,4,2,2631,2.04,4,0,2025-10-19
2182,331,23,4,2,1,4,274,3.22,3,0,2025-07-18
2183,123,8,4,1,3,4,2004,1.7,4,1,2025-09-17
2184,91,6,1,6,2,1,98,4.47,4,0,2025-07-25
2185,170,11,2,6,5,3,455,1.2,1,0,2025-10-18
2186,424,29,1,4,2,4,1731,2.36,4,0,2025-08-19
2187,195,13,5,5,5,2,569,2.87,3,1,2025-10-18
2188,376,26,3,1,3,3,2593,3.06,1,0,2025-09-24
2189,162,11,2,3,5,2,553,2.62,3,1,2025-10-14
2190,76,5,1,8,1,4,732,1.42,4,0,2025-09-26
2191,183,12,3,2,4,1,2082,0.79,4,1,2025-08-25
2192,94,6,1,2,2,3,681,2.14,3,0,2025-10-18
2193,274,19,5,1,2,3,1789,0.11,4,1,2025-10-05
2194,421,29,1,5,1,3,381,1.01,4,1,2025-10-11
2195,347,24,4,8,5,1,2681,1.84,4,0,2025-08-12
2196,26,2,4,4,4,3,867,1.07,1,0,2025-10-05
2197,253,17,3,1,1,4,2150,2.61,1,0,2025-08-11
2198,420,29,1,5,4,3,2709,3.63,3,0,2025-08-08
2199,393,27,1,4,4,3,698,1.0,3,0,2025-10-04
2200,305,20,1,7,3,4,1492,3.01,1,1,2025-07-15
2201,319,22,1,5,3,1,912,4.68,1,0,2025-09-05
2202,97,6,1,3,3,3,802,2.33,2,0,2025-09-14
2203,123,8,4,5,5,1,2258,4.97,4,1,2025-09-02
2204,424,29,1,1,1,4,2023,3.78,2,0,2025-10-17
2205,70,5,1,2,1,4,2756,1.54,4,0,2025-07-15
2206,232,16,5,3,1,4,818,4.33,1,0,2025-07-10
2207,202,13,5,8,2,3,437,3.58,1,0,2025-09-25
2208,232,16,5,8,4,4,1108,2.4,1,1,2025-09-11
2209,257,18,5,6,5,1,853,4.07,4,1,2025-08-06
2210,204,13,5,2,4,1,545,2.1,4,1,2025-09-12
2211,389,27,1,3,5,1,1689,4.69,1,1,2025-10-17
2212,111,8,4,2,3,1,1287,4.65,2,1,2025-07-13
2213,249,17,3,3,3,4,2005,2.63,3,1,2025-07-16
2214,17,2,4,7,5,4,231,2.81,2,1,2025-08-10
2215,99,7,1,7,1,2,1168,0.41,1,0,2025-10-28
2216,168,11,2,8,1,3,779,3.9,4,0,2025-08-15
2217,304,20,1,2,4,2,2673,3.05,3,0,2025-07-22
2218,371,26,3,2,1,2,691,2.79,4,1,2025-08-12
2219,104,7,1,5,3,4,1911,1.24,3,1,2025-08-21
2220,149,10,1,5,4,2,1904,3.87,1,1,2025-07-23
2221,166,11,2,7,1,1,1472,4.16,3,0,2025-10-10
2222,411,28,2,5,3,2,1004,2.07,3,1,2025-08-24
2223,196,13,5,2,4,2,1312,0.67,2,0,2025-07-29
2224,381,26,3,3,2,2,2714,1.47,2,0,2025-07-25
2225,228,16,5,2,2,3,2375,4.64,2,0,2025-08-30
2226,252,17,3,3,1,2,2698,3.5,1,1,2025-10-18
2227,108,7,1,7,2,1,2553,0.39,1,0,2025-09-11
2228,143,10,1,6,4,2,2747,2.21,4,1,2025-10-22
2229,21,2,4,6,4,3,2626,2.94,3,0,2025-07-17
2230,34,3,2,5,2,4,1630,4.18,2,0,2025-09-12
2231,25,2,4,2,1,2,294,1.46,3,0,2025-07-23
2232,124,8,4,4,4,3,382,0.34,1,0,2025-09-01
2233,436,30,2,4,5,4,932,3.05,3,1,2025-08-29
2234,136,9,2,6,2,3,116,2.85,1,0,2025-09-26
2235,392,27,1,1,3,2,1232,3.02,1,1,2025-07-27
2236,99,7,1,4,1,1,1615,3.56,1,0,2025-09-26
2237,345,23,4,4,1,1,1111,3.21,2,1,2025-10-24
2238,321,22,1,7,1,4,2170,2.49,4,0,2025-08-27
2239,410,28,2,8,1,1,2829,4.83,2,1,2025-10-13
2240,248,17,3,6,1,1,2302,0.16,4,0,2025-08-24
2241,124,8,4,7,3,4,2123,3.15,1,1,2025-10-21
2242,284,19,5,5,2,3,1689,1.19,2,0,2025-10-22
2243,58,4,4,5,4,4,1230,1.34,3,0,2025-09-22
2244,128,9,2,4,2,2,1642,3.12,2,0,2025-07-18
2245,198,13,5,8,5,3,1593,3.27,3,0,2025-07-29
2246,1,1,4,6,3,1,1536,2.5,4,0,2025-07-05
2247,128,9,2,4,5,3,695,3.62,1,0,2025-08-19
2248,313,21,1,1,2,3,456,3.73,2,1,2025-09-01
2249,405,28,2,5,2,3,709,4.87,1,0,2025-07-01
2250,259,18,5,5,5,1,1347,3.96,3,0,2025-09-04
2251,124,8,4,3,1,2,1442,4.35,3,1,2025-10-21
2252,60,4,4,3,1,1,2788,3.12,2,0,2025-07-27
2253,104,7,1,5,1,2,2508,4.53,3,1,2025-10-15
2254,132,9,2,8,2,2,2391,2.42,2,0,2025-09-06
2255,103,7,1,8,2,2,1805,4.41,1,0,2025-08-09
2256,308,21,1,7,2,2,154,4.18,2,0,2025-08-19
2257,302,20,1,7,5,1,222,4.23,1,1,2025-08-27
2258,335,23,4,4,5,3,321,4.0,2,0,2025-07-02
2259,73,5,1,8,2,2,1882,4.01,2,1,2025-09-18
2260,17,2,4,7,1,3,1680,4.93,2,0,2025-08-06
2261,328,23,4,6,1,3,2087,4.67,1,0,2025-09-12
2262,266,18,5,6,2,4,586,2.49,3,1,2025-07-27
2263,158,10,1,6,4,2,1067,4.59,2,0,2025-07-06
2264,198,13,5,8,5,1,2144,0.91,2,0,2025-10-14
2265,258,18,5,1,2,3,1225,2.11,4,0,2025-07-10
2266,411,28,2,4,2,1,2349,1.7,2,1,2025-08-19
2267,159,10,1,5,2,2,2014,3.87,1,0,2025-09-03
2268,249,17,3,1,3,4,1378,3.02,4,1,2025-07-24
2269,147,10,1,1,3,4,2190,4.4,1,0,2025-08-18
2270,412,28,2,5,2,2,1265,3.0,3,1,2025-07-18
2271,102,7,1,1,3,4,2278,4.75,3,0,2025-10-11
2272,416,29,1,1,3,1,1608,0.44,1,0,2025-09-15
2273,236,16,5,6,4,1,977,2.35,4,1,2025-08-28
2274,378,26,3,8,1,3,1992,1.24,4,1,2025-07-08
2275,30,2,4,2,4,1,85,4.88,2,1,2025-07-04
2276,78,5,1,1,4,2,1641,4.51,1,0,2025-08-02
2277,26,2,4,3,1,1,473,3.11,3,1,2025-07-12
2278,291,20,1,8,4,4,2326,3.71,3,0,2025-10-04
2279,263,18,5,3,2,4,133,3.2,2,0,2025-10-08
2280,201,13,5,1,5,4,1255,4.33,3,1,2025-07-16
2281,50,4,4,7,1,1,2215,4.21,3,0,2025-07-04
2282,316,22,1,6,2,1,1125,0.91,2,0,2025-07-20
2283,265,18,5,7,3,4,1861,2.31,1,0,2025-08-20
2284,393,27,1,7,2,4,2259,4.64,2,1,2025-07-25
2285,242,17,3,3,4,3,742,0.1,4,0,2025-07-29
2286,33,3,2,3,2,3,1509,2.48,2,0,2025-09-29
2287,223,15,4,1,1,1,1761,4.57,4,0,2025-08-01
2288,436,30,2,4,4,2,1717,0.82,3,0,2025-08-09
2289,157,10,1,8,2,1,1614,3.87,3,0,2025-08-21
2290,393,27,1,7,4,3,2112,0.97,4,1,2025-10-20
2291,221,15,4,5,3,3,301,3.89,1,1,2025-07-22
2292,152,10,1,4,2,1,62,2.23,1,1,2025-08-06
2293,354,24,4,4,1,1,2325,1.39,4,0,2025-10-17
2294,318,22,1,5,2,3,1046,0.49,4,0,2025-10-17
2295,43,3,2,3,5,1,19,1.73,4,1,2025-07-16
2296,32,3,2,2,2,1,2298,0.91,1,0,2025-08-05
2297,80,5,1,7,5,2,864,0.55,1,0,2025-08-15
2298,115,8,4,8,5,4,1530,1.86,4,0,2025-08-08
2299,223,15,4,1,5,1,2461,1.46,1,1,2025-08-26
2300,189,13,5,6,2,4,2493,0.92,1,0,2025-08-06
2301,12,1,4,4,3,1,729,2.89,4,0,2025-10-22
2302,318,22,1,1,5,1,1570,3.39,3,0,2025-10-07
2303,432,30,2,8,3,2,2503,3.76,1,0,2025-08-09
2304,425,29,1,4,2,2,2767,2.93,4,0,2025-10-27
2305,416,29,1,8,3,2,2458,4.36,4,0,2025-07-29
2306,373,26,3,4,1,1,1648,2.06,4,1,2025-08-24
